fecha,importe_nominal,descripcion,CLASIFICACION,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2023-05-18,10.0,base 26 cm,BASES,644,BASE 26 CM,False,,2023-05-15
2023-05-18,45.0,Transfer,TRANSFER,645,TRANSFER,False,,2023-05-15
2023-05-07,80.8,huevo blanco tepa de linea,HUEVO,646,HUEVO BLANCO TEPA DE LINEA,False,,2023-05-01
2023-05-07,65.0,pegamento de fondant,DECORACION,647,PEGAMENTO DE FONDANT,False,,2023-05-01
2023-05-07,61.0,Tegral Satin Creme ca ,HARINA,648,TEGRAL SATIN CREME CA,False,,2023-05-01
2023-05-07,75.0,Royal Icing Enco,ROYALICING,649,ROYAL ICING ENCO,False,,2023-05-01
2023-05-02,66.0,Crema para batir ambiante 1 lt,AMBIANTE,650,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-05-01
2023-05-02,22.0,Confitier semiamargo TURIN,CHOCOLATE,651,CONFITIER SEMIAMARGO TURIN,False,,2023-05-01
2023-05-02,65.0,Tegral Satin Creme ca ,HARINA,652,TEGRAL SATIN CREME CA,False,,2023-05-01
2023-05-02,99.0,nutella grande 650 gr,RELLENO,653,NUTELLA GRANDE 650 GR,False,,2023-05-01
2023-05-02,25.0,confitier blanco turin,CHOCOLATE,654,CONFITIER BLANCO TURIN,False,,2023-05-01
2023-05-02,73.0,huevo,HUEVO,655,HUEVO,False,,2023-05-01
2023-05-02,119.0,chips blanco alpezzi,CHOCOLATE,656,CHIPS BLANCO ALPEZZI,False,,2023-05-01
2023-05-02,61.0,Tegral Satin Creme ca ,HARINA,657,TEGRAL SATIN CREME CA,False,,2023-05-01
2023-05-01,83.0,Foundant,FONDANT,658,FOUNDANT,False,,2023-05-01
2023-05-01,12.0,base 30 cm,BASES,659,BASE 30 CM,False,,2023-05-01
2023-05-01,35.0,perlitas,DECORACION,660,PERLITAS,False,,2023-05-01
2023-05-01,12.0,base 28cm,BASES,661,BASE 28CM,False,,2023-05-01
2023-05-01,90.0,oblea arroz,TRANSFER,662,OBLEA ARROZ,False,,2023-05-01
2023-04-28,69.0,chantilly dulce,CHANTILLY,663,CHANTILLY DULCE,False,,2023-04-24
2023-04-24,69.08,huevo blanco tepa kilo,HUEVO,664,HUEVO BLANCO TEPA KILO,False,,2023-04-24
2023-04-24,35.0,Queso philadelphia 190g,QUESO CREMA,665,QUESO PHILADELPHIA 190G,False,,2023-04-24
2023-04-24,66.0,Crema para batir ambiante 1 lt,AMBIANTE,666,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-04-24
2023-04-21,44.0,Confitier semiamargo TURIN,CHOCOLATE,667,CONFITIER SEMIAMARGO TURIN,False,,2023-04-17
2023-04-21,46.0,Confitier leche TURIN,CHOCOLATE,668,CONFITIER LECHE TURIN,False,,2023-04-17
2023-04-21,97.0,chips chocolate semi,CHOCOLATE,669,CHIPS CHOCOLATE SEMI,False,,2023-04-17
2023-04-21,51.0,Tegral Satin Creme ca ,HARINA,670,TEGRAL SATIN CREME CA,False,,2023-04-17
2023-04-21,22.0,cereza con rabo diana,DULCERIA,671,CEREZA CON RABO DIANA,False,,2023-04-17
2023-04-21,20.0,domo df12a 34cm wow,EMPAQUE,672,DOMO DF12A 34CM WOW,False,,2023-04-17
2023-04-18,28.0,de abeja,OTROS,673,DE ABEJA,False,,2023-04-17
2023-04-18,30.0,marg245gr,MANTEQUILLA,674,MARG245GR,False,,2023-04-17
2023-04-18,27.5,harina,HARINA,675,HARINA,False,,2023-04-17
2023-04-18,58.0,nuez,RELLENO,676,NUEZ,False,,2023-04-17
2023-04-18,15.0,zulka glass,AZUCAR,677,ZULKA GLASS,False,,2023-04-17
2023-04-18,85.0,san juan hvo,HUEVO,678,SAN JUAN HVO,False,,2023-04-17
2023-04-17,69.0,chantilly dulce,CHANTILLY,679,CHANTILLY DULCE,False,,2023-04-17
2023-04-06,85.36,huevo blanco los altos kilo,HUEVO,680,HUEVO BLANCO LOS ALTOS KILO,False,,2023-04-03
2023-04-06,83.0,Foundant,FONDANT,681,FOUNDANT,False,,2023-04-03
2023-04-02,13.0,base 30 cm,BASES,682,BASE 30 CM,False,,2023-03-27
2023-04-02,50.0,base 36cm doble,BASES,683,BASE 36CM DOBLE,False,,2023-03-27
2023-04-02,12.0,base 28 cm,BASES,684,BASE 28 CM,False,,2023-03-27
2023-04-02,11.0,base 26 cm,BASES,685,BASE 26 CM,False,,2023-03-27
2023-04-02,166.0,Foundant,FONDANT,686,FOUNDANT,False,,2023-03-27
2023-04-02,65.0,matizador,DECORACION,687,MATIZADOR,False,,2023-03-27
2023-04-01,12.0,base 30 cm,BASES,688,BASE 30 CM,False,,2023-03-27
2023-04-01,12.0,base 28,BASES,689,BASE 28,False,,2023-03-27
2023-03-30,30.0,chips chocolate semi,CHOCOLATE,690,CHIPS CHOCOLATE SEMI,False,,2023-03-27
2023-03-30,61.0,Tegral Satin Creme ca ,HARINA,691,TEGRAL SATIN CREME CA,False,,2023-03-27
2023-03-30,51.0,Tegral Satin Creme ca ,HARINA,692,TEGRAL SATIN CREME CA,False,,2023-03-27
2023-03-30,65.0,Nutella chica 350 grs,RELLENO,693,NUTELLA CHICA 350 GRS,False,,2023-03-27
2023-03-30,22.0,Confitier semiamargo TURIN,CHOCOLATE,694,CONFITIER SEMIAMARGO TURIN,False,,2023-03-27
2023-03-30,66.0,Crema para batir ambiante 1 lt,AMBIANTE,695,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-03-27
2023-03-30,62.0,lechera suelta,LECHERA,696,LECHERA SUELTA,False,,2023-03-27
2023-03-30,46.0,Confitier leche TURIN,CHOCOLATE,697,CONFITIER LECHE TURIN,False,,2023-03-27
2023-03-28,33.0,Harina piña colada espiga mix,HARINA,698,HARINA PINA COLADA ESPIGA MIX,False,,2023-03-27
2023-03-28,35.0,relleno coco,RELLENO,699,RELLENO COCO,False,,2023-03-27
2023-03-28,30.0,chips chocolate semi,CHOCOLATE,700,CHIPS CHOCOLATE SEMI,False,,2023-03-27
2023-03-28,61.0,Tegral Satin Creme ca ,HARINA,701,TEGRAL SATIN CREME CA,False,,2023-03-27
2023-03-28,50.0,Royal Icing Deiman 50,ROYALICING,702,ROYAL ICING DEIMAN 50,False,,2023-03-27
2023-03-28,53.0,Easy pastel tres leches,HARINA,703,EASY PASTEL TRES LECHES,False,,2023-03-27
2023-03-28,45.0,chips chocolate con l,CHOCOLATE,704,CHIPS CHOCOLATE CON L,False,,2023-03-27
2023-03-28,93.0,Foundant,FONDANT,705,FOUNDANT,False,,2023-03-27
2023-03-28,52.0,caja con 12 cavidades,EMPAQUE,706,CAJA CON 12 CAVIDADES,False,,2023-03-27
2023-03-28,30.0,chips blanco alpezzi,CHOCOLATE,707,CHIPS BLANCO ALPEZZI,False,,2023-03-27
2023-03-28,12.0,base,BASES,708,BASE,False,,2023-03-27
2023-03-25,37.0,peaje,CASETAS,709,PEAJE,False,,2023-03-20
2023-03-25,37.0,peaje,CASETAS,710,PEAJE,False,,2023-03-20
2023-03-24,30.0,chips chocolate con l,CHOCOLATE,711,CHIPS CHOCOLATE CON L,False,,2023-03-20
2023-03-24,66.0,Crema para batir ambiante 1 lt,AMBIANTE,712,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-03-20
2023-03-24,15.0,chips chocolate semi,CHOCOLATE,713,CHIPS CHOCOLATE SEMI,False,,2023-03-20
2023-03-21,179.32,inix contenedor mantecadas 25 pz,EMPAQUE,714,INIX CONTENEDOR MANTECADAS 25 PZ,False,,2023-03-20
2023-03-21,39.15,alegria capacillo velitas cumpl 100 pz,CAPACILLOS,715,ALEGRIA CAPACILLO VELITAS CUMPL 100 PZ,False,,2023-03-20
2023-03-21,43.75,yahel platano 500gr,NO DEFINIDO,716,YAHEL PLATANO 500GR,False,,2023-03-20
2023-03-18,77.49,huevo blanco tepa de linea,HUEVO,717,HUEVO BLANCO TEPA DE LINEA,False,,2023-03-13
2023-03-18,66.0,Crema para batir ambiante 1 lt,AMBIANTE,718,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-03-13
2023-03-18,75.0,chips chocolate semi,CHOCOLATE,719,CHIPS CHOCOLATE SEMI,False,,2023-03-13
2023-03-18,15.0,chips chocolate con l,CHOCOLATE,720,CHIPS CHOCOLATE CON L,False,,2023-03-13
2023-03-18,65.0,Nutella chica 350 grs,RELLENO,721,NUTELLA CHICA 350 GRS,False,,2023-03-13
2023-03-18,22.0,Confitier semiamargo TURIN,CHOCOLATE,722,CONFITIER SEMIAMARGO TURIN,False,,2023-03-13
2023-03-18,61.0,Tegral Satin Creme ca ,HARINA,723,TEGRAL SATIN CREME CA,False,,2023-03-13
2023-03-18,22.0,cereza con rabo diana,DULCERIA,724,CEREZA CON RABO DIANA,False,,2023-03-13
2023-03-17,45.0,chips rojo alpezzi c/,CHOCOLATE,725,CHIPS ROJO ALPEZZI C/,False,,2023-03-13
2023-03-17,149.0,wyborowa,LICORES,726,WYBOROWA,False,,2023-03-13
2023-03-17,61.0,chantilli dull,CHANTILLY,727,CHANTILLI DULL,False,,2023-03-13
2023-03-17,51.0,Carlos V stk,CHOCOLATE,728,CARLOS V STK,False,,2023-03-13
2023-03-17,129.0,santa clar,OTROS,729,SANTA CLAR,False,,2023-03-13
2023-03-15,34.0,crema cacahuate suelta,OTROS,730,CREMA CACAHUATE SUELTA,False,,2023-03-13
2023-03-15,153.0,Tegral Satin Creme ca ,HARINA,731,TEGRAL SATIN CREME CA,False,,2023-03-13
2023-03-15,65.0,Easy pastel tres leches,HARINA,732,EASY PASTEL TRES LECHES,False,,2023-03-13
2023-03-15,155.0,queso crema suelto,QUESO CREMA,733,QUESO CREMA SUELTO,False,,2023-03-13
2023-03-15,30.0,chips chocolate con l,CHOCOLATE,734,CHIPS CHOCOLATE CON L,False,,2023-03-13
2023-03-15,23.0,Confitier leche TURIN,CHOCOLATE,735,CONFITIER LECHE TURIN,False,,2023-03-13
2023-03-15,65.0,Nutella chica 350 grs,RELLENO,736,NUTELLA CHICA 350 GRS,False,,2023-03-13
2023-03-15,50.0,domo 1/4 plancha,EMPAQUE,737,DOMO 1/4 PLANCHA,False,,2023-03-13
2023-03-15,32.0,Domo mantecada 12 cavidades,EMPAQUE,738,DOMO MANTECADA 12 CAVIDADES,False,,2023-03-13
2023-03-15,79.6,huevo blanco tepa de linea,HUEVO,739,HUEVO BLANCO TEPA DE LINEA,False,,2023-03-13
2023-03-15,37.0,AC AU800,ACEITE,740,AC AU800,False,,2023-03-13
2023-03-15,15.0,iberia 90,MANTEQUILLA,741,IBERIA 90,False,,2023-03-13
2023-03-15,63.0,gloria man,MANTEQUILLA,742,GLORIA MAN,False,,2023-03-13
2023-03-15,62.0,Relleno durazno puratos,RELLENO,743,RELLENO DURAZNO PURATOS,False,,2023-03-13
2023-03-10,37.5,ilegible (roods),OTROS,744,ILEGIBLE (ROODS),False,,2023-03-06
2023-03-10,35.0,perlas,DECORACION,745,PERLAS,False,,2023-03-06
2023-03-10,44.0,caja cupcakes 12,EMPAQUE,746,CAJA CUPCAKES 12,False,,2023-03-06
2023-03-09,106.98,ferrero rocher T-16,CHOCOLATE,747,FERRERO ROCHER T-16,False,,2023-03-06
2023-03-09,24.29,capacillo No. 72 decorado 25 pz,CAPACILLOS,748,CAPACILLO NO. 72 DECORADO 25 PZ,False,,2023-03-06
2023-03-09,187.08,kisses leche choc bl 807 gr,CHOCOLATE,749,KISSES LECHE CHOC BL 807 GR,False,,2023-03-06
2023-03-09,23.92,manga n.12,CONSUMIBLES,750,MANGA N.12,False,,2023-03-06
2023-03-09,54.72,puratos fruitfil fresa 1 kg,RELLENO,751,PURATOS FRUITFIL FRESA 1 KG,False,,2023-03-06
2023-03-09,38.97,capacillo no. 4 decorado 50 pz,CAPACILLOS,752,CAPACILLO NO. 4 DECORADO 50 PZ,False,,2023-03-06
2023-03-01,100.0,brillo estrella,DECORACION,753,BRILLO ESTRELLA,False,,2023-02-27
2023-03-01,90.0,Transfer,TRANSFER,754,TRANSFER,False,,2023-02-27
2023-03-01,50.0,base 36cm doble,BASES,755,BASE 36CM DOBLE,False,,2023-02-27
2023-03-01,166.0,Foundant,FONDANT,756,FOUNDANT,False,,2023-02-27
2023-03-01,24.0,base 30 cm,BASES,757,BASE 30 CM,False,,2023-02-27
2023-03-01,18.0,perlas,DECORACION,758,PERLAS,False,,2023-02-27
2023-03-01,140.0,extrude,OTROS,759,EXTRUDE,False,,2023-02-27
2023-03-01,83.0,Foundant,FONDANT,760,FOUNDANT,False,,2023-02-27
2023-03-01,55.0,alambre,OTROS,761,ALAMBRE,False,,2023-02-27
2023-03-01,166.0,Foundant,FONDANT,762,FOUNDANT,False,,2023-02-27
2023-02-27,76.0,Philly Qso,QUESO CREMA,763,PHILLY QSO,False,,2023-02-27
2023-02-27,65.0,Easy pastel tres leches,HARINA,764,EASY PASTEL TRES LECHES,False,,2023-02-27
2023-02-27,45.0,oblea arroz,TRANSFER,765,OBLEA ARROZ,False,,2023-02-27
2023-02-27,38.0,base doble 32 cm,BASES,766,BASE DOBLE 32 CM,False,,2023-02-27
2023-02-27,47.0,au huevo 1,HUEVO,767,AU HUEVO 1,False,,2023-02-27
2023-02-27,20.0,pro 2 pack,OTROS,768,PRO 2 PACK,False,,2023-02-27
2023-02-27,61.0,chantilli dull,CHANTILLY,769,CHANTILLI DULL,False,,2023-02-27
2023-02-27,24.0,nido f 120,LECHE EN POLVO,770,NIDO F 120,False,,2023-02-27
2023-02-27,20.0,harina tri,HARINA,771,HARINA TRI,False,,2023-02-27
2023-02-27,24.0,granillo turin blanco,CHOCOLATE,772,GRANILLO TURIN BLANCO,False,,2023-02-27
2023-02-27,74.0,aceite aurrera 800,ACEITE,773,ACEITE AURRERA 800,False,,2023-02-27
2023-02-20,74.0,AC AU800,ACEITE,774,AC AU800,False,,2023-02-20
2023-02-20,47.0,gloria man,MANTEQUILLA,775,GLORIA MAN,False,,2023-02-20
2023-02-20,22.5,oreo 273.6,GALLETAS,776,OREO 273.6,False,,2023-02-20
2023-02-20,20.0,harina tri,HARINA,777,HARINA TRI,False,,2023-02-20
2023-02-18,65.0,Tegral Satin Red Velvet Puratos,HARINA,778,TEGRAL SATIN RED VELVET PURATOS,False,,2023-02-13
2023-02-18,51.0,Tegral Satin Creme ca ,HARINA,779,TEGRAL SATIN CREME CA,False,,2023-02-13
2023-02-18,32.0,Domo mantecada 12 cavidades,EMPAQUE,780,DOMO MANTECADA 12 CAVIDADES,False,,2023-02-13
2023-02-18,22.0,Granillo Turin Semi amargo,CHOCOLATE,781,GRANILLO TURIN SEMI AMARGO,False,,2023-02-13
2023-02-18,24.0,granillo turin leche,CHOCOLATE,782,GRANILLO TURIN LECHE,False,,2023-02-13
2023-02-18,15.0,chips chocolate semi,CHOCOLATE,783,CHIPS CHOCOLATE SEMI,False,,2023-02-13
2023-02-18,30.0,chips rojo alpezzi c/,CHOCOLATE,784,CHIPS ROJO ALPEZZI C/,False,,2023-02-13
2023-02-18,35.0,Queso philadelphia 190g,QUESO CREMA,785,QUESO PHILADELPHIA 190G,False,,2023-02-13
2023-02-18,65.0,Easy pastel tres leches,HARINA,786,EASY PASTEL TRES LECHES,False,,2023-02-13
2023-02-17,61.0,chantilly dulce,CHANTILLY,787,CHANTILLY DULCE,False,,2023-02-13
2023-02-13,45.0,chips chocolate con l,CHOCOLATE,788,CHIPS CHOCOLATE CON L,False,,2023-02-13
2023-02-13,6.0,huevo blanco pz,HUEVO,789,HUEVO BLANCO PZ,False,,2023-02-13
2023-02-13,65.0,Nutella chica 350 grs,RELLENO,790,NUTELLA CHICA 350 GRS,False,,2023-02-13
2023-02-13,51.0,Tegral Satin Creme ca ,HARINA,791,TEGRAL SATIN CREME CA,False,,2023-02-13
2023-02-13,52.0,relleno zarzamora puratos,RELLENO,792,RELLENO ZARZAMORA PURATOS,False,,2023-02-13
2023-02-12,35.0,oreo econopack,GALLETAS,793,OREO ECONOPACK,False,,2023-02-06
2023-02-12,61.0,chantilli dull,CHANTILLY,794,CHANTILLI DULL,False,,2023-02-06
2023-02-12,22.5,oreo 273.6,GALLETAS,795,OREO 273.6,False,,2023-02-06
2023-02-11,39.5,qsocremaphilade 200g,QUESO CREMA,796,QSOCREMAPHILADE 200G,False,,2023-02-06
2023-02-08,11.5,base 28,BASES,797,BASE 28,False,,2023-02-06
2023-02-08,61.67,dlr malv c/chocolate 32 pz,CHOCOLATE,798,DLR MALV C/CHOCOLATE 32 PZ,False,,2023-02-06
2023-02-08,83.0,Foundant,FONDANT,799,FOUNDANT,False,,2023-02-06
2023-02-08,75.16,alegria capacillo morado 100 pz,CAPACILLOS,800,ALEGRIA CAPACILLO MORADO 100 PZ,False,,2023-02-06
2023-02-08,66.6,inix contenedor ham trans 14x14 25 pz,EMPAQUE,801,INIX CONTENEDOR HAM TRANS 14X14 25 PZ,False,,2023-02-06
2023-02-08,44.0,caja 12 cupcakes,EMPAQUE,802,CAJA 12 CUPCAKES,False,,2023-02-06
2023-02-08,53.99,dlr malv c/chocolate 50 pz,CHOCOLATE,803,DLR MALV C/CHOCOLATE 50 PZ,False,,2023-02-06
2023-02-08,38.97,capacillo no. 4 decorado 50 pz,CAPACILLOS,804,CAPACILLO NO. 4 DECORADO 50 PZ,False,,2023-02-06
2023-02-08,24.08,capacillo no. 69 decorado 40 pz,CAPACILLOS,805,CAPACILLO NO. 69 DECORADO 40 PZ,False,,2023-02-06
2023-02-08,22.91,celofan 6x25 100 pz,CONSUMIBLES,806,CELOFAN 6X25 100 PZ,False,,2023-02-06
2023-02-08,70.49,alpezzi chips blanco 500 gr,CHOCOLATE,807,ALPEZZI CHIPS BLANCO 500 GR,False,,2023-02-06
2023-02-08,120.25,bondi mega webo late distroller,OTROS,808,BONDI MEGA WEBO LATE DISTROLLER,False,,2023-02-06
2023-02-08,153.6,inix contenedor multiusos 25 pz,EMPAQUE,809,INIX CONTENEDOR MULTIUSOS 25 PZ,False,,2023-02-06
2023-02-05,58.0,peaje,CASETAS,810,PEAJE,False,,2023-01-30
2023-02-03,39.0,capacillos #4 tubo,CAPACILLOS,811,CAPACILLOS #4 TUBO,False,,2023-01-30
2023-02-03,45.0,galleta,GALLETAS,812,GALLETA,False,,2023-01-30
2023-02-03,61.0,chantilli dull,CHANTILLY,813,CHANTILLI DULL,False,,2023-01-30
2023-02-02,8.0,granillo magic sparkl,CHOCOLATE,814,GRANILLO MAGIC SPARKL,False,,2023-01-30
2023-02-02,15.0,chips chocolate semi,CHOCOLATE,815,CHIPS CHOCOLATE SEMI,False,,2023-01-30
2023-02-02,9.0,base 28 cm,BASES,816,BASE 28 CM,False,,2023-01-30
2023-02-02,45.0,Transfer,TRANSFER,817,TRANSFER,False,,2023-01-30
2023-01-30,10.0,mangas,CONSUMIBLES,818,MANGAS,False,,2023-01-30
2023-01-30,9.5,base 26 cm,BASES,819,BASE 26 CM,False,,2023-01-30
2023-01-30,27.0,base 25 cm doble,BASES,820,BASE 25 CM DOBLE,False,,2023-01-30
2023-01-30,45.0,chips chocolate con l,CHOCOLATE,821,CHIPS CHOCOLATE CON L,False,,2023-01-30
2023-01-30,51.0,Tegral Satin Creme ca ,HARINA,822,TEGRAL SATIN CREME CA,False,,2023-01-30
2023-01-30,63.0,Crema para batir ambiante 1 lt,AMBIANTE,823,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-01-30
2023-01-24,93.0,relleno queso creme p,RELLENO,824,RELLENO QUESO CREME P,False,,2023-01-23
2023-01-24,40.0,Azucar glass de prime,AZUCAR,825,AZUCAR GLASS DE PRIME,False,,2023-01-23
2023-01-24,116.0,mantequilla gloria 22,MANTEQUILLA,826,MANTEQUILLA GLORIA 22,False,,2023-01-23
2023-01-24,100.0,Royal Icing Deiman 50,ROYALICING,827,ROYAL ICING DEIMAN 50,False,,2023-01-23
2023-01-24,130.0,Tegral Satin Red Velvet Puratos,HARINA,828,TEGRAL SATIN RED VELVET PURATOS,False,,2023-01-23
2023-01-24,25.0,domo 1/4 plancha,EMPAQUE,829,DOMO 1/4 PLANCHA,False,,2023-01-23
2023-01-24,45.0,chips blanco alpezzi,CHOCOLATE,830,CHIPS BLANCO ALPEZZI,False,,2023-01-23
2023-01-23,122.0,chant dull,CHANTILLY,831,CHANT DULL,False,,2023-01-23
2023-01-23,30.0,iberia 200,MANTEQUILLA,832,IBERIA 200,False,,2023-01-23
2023-01-23,46.5,sjuan hvo,HUEVO,833,SJUAN HVO,False,,2023-01-23
2023-01-23,41.5,oreo fudge,GALLETAS,834,OREO FUDGE,False,,2023-01-23
2023-01-21,20.01,base extrafuerte 20 cm c/ blonda,BASES,835,BASE EXTRAFUERTE 20 CM C/ BLONDA,False,,2023-01-16
2023-01-21,70.49,alpezzi chips blanco,CHOCOLATE,836,ALPEZZI CHIPS BLANCO,False,,2023-01-16
2023-01-21,13.99,capacillo No. 72 decorado 25 pz,CAPACILLOS,837,CAPACILLO NO. 72 DECORADO 25 PZ,False,,2023-01-16
2023-01-21,69.63,ferrero rocher T-10,CHOCOLATE,838,FERRERO ROCHER T-10,False,,2023-01-16
2023-01-21,61.67,dlr malv c/chocolate 32 pz,CHOCOLATE,839,DLR MALV C/CHOCOLATE 32 PZ,False,,2023-01-16
2023-01-21,109.68,turin tubo baileys 200 g,CHOCOLATE,840,TURIN TUBO BAILEYS 200 G,False,,2023-01-16
2023-01-21,37.58,alegria capacillo golosinas,CAPACILLOS,841,ALEGRIA CAPACILLO GOLOSINAS,False,,2023-01-16
2023-01-21,54.62,turin conejos mini 120 gr,CHOCOLATE,842,TURIN CONEJOS MINI 120 GR,False,,2023-01-16
2023-01-21,179.32,inix contenedor mantecadas 25 pz,EMPAQUE,843,INIX CONTENEDOR MANTECADAS 25 PZ,False,,2023-01-16
2023-01-21,19.96,liston bolas dif,OTROS,844,LISTON BOLAS DIF,False,,2023-01-16
2023-01-21,14.94,celofan 9x12 100 pz,CONSUMIBLES,845,CELOFAN 9X12 100 PZ,False,,2023-01-16
2023-01-19,22.0,Confitier semiamargo TURIN,CHOCOLATE,846,CONFITIER SEMIAMARGO TURIN,False,,2023-01-16
2023-01-19,45.0,chips blanco alpezzi,CHOCOLATE,847,CHIPS BLANCO ALPEZZI,False,,2023-01-16
2023-01-19,83.0,Foundant,FONDANT,848,FOUNDANT,False,,2023-01-16
2023-01-19,65.0,Tegral Satin Red Velvet Puratos,HARINA,849,TEGRAL SATIN RED VELVET PURATOS,False,,2023-01-16
2023-01-19,64.0,kiss leche,CHOCOLATE,850,KISS LECHE,False,,2023-01-16
2023-01-19,15.0,chips rojo alpezzi c/,CHOCOLATE,851,CHIPS ROJO ALPEZZI C/,False,,2023-01-16
2023-01-19,11.5,base 28 cm,BASES,852,BASE 28 CM,False,,2023-01-16
2023-01-19,26.0,caja acetato,EMPAQUE,853,CAJA ACETATO,False,,2023-01-16
2023-01-19,24.0,caja acetato,EMPAQUE,854,CAJA ACETATO,False,,2023-01-16
2023-01-19,26.0,caja acetato,EMPAQUE,855,CAJA ACETATO,False,,2023-01-16
2023-01-19,63.0,Crema para batir ambiante 1 lt,AMBIANTE,856,CREMA PARA BATIR AMBIANTE 1 LT,False,,2023-01-16
2023-01-17,33.0,oreo charo,GALLETAS,857,OREO CHARO,False,,2023-01-16
2023-01-12,45.0,gv durazno,RELLENO,858,GV DURAZNO,False,,2023-01-09
2023-01-12,49.0,iberia,MANTEQUILLA,859,IBERIA,False,,2023-01-09
2023-01-10,65.0,Easy pastel tres leches,HARINA,860,EASY PASTEL TRES LECHES,False,,2023-01-09
2023-01-10,45.0,chips blanco alpezzi,CHOCOLATE,861,CHIPS BLANCO ALPEZZI,False,,2023-01-09
2023-01-10,65.0,Easy pastel tres leches,HARINA,862,EASY PASTEL TRES LECHES,False,,2023-01-09
2023-01-10,52.0,base 33x33,BASES,863,BASE 33X33,False,,2023-01-09
2023-01-10,52.0,relleno zarzamora puratos,RELLENO,864,RELLENO ZARZAMORA PURATOS,False,,2023-01-09
2023-01-07,51.0,Tegral Satin Creme ca ,HARINA,865,TEGRAL SATIN CREME CA,False,,2023-01-02
2023-01-07,248.4,kit kat 9 pz,CHOCOLATE,866,KIT KAT 9 PZ,False,,2023-01-02
2023-01-07,30.0,capacillos,CAPACILLOS,867,CAPACILLOS,False,,2023-01-02
2023-01-07,56.0,capacillos,CAPACILLOS,868,CAPACILLOS,False,,2023-01-02
2023-01-07,16.0,plato rigido negro re,OTROS,869,PLATO RIGIDO NEGRO RE,False,,2023-01-02
2023-01-07,10.0,domo alto 33 cm inix,EMPAQUE,870,DOMO ALTO 33 CM INIX,False,,2023-01-02
2023-01-07,45.0,durazno en almibar na,RELLENO,871,DURAZNO EN ALMIBAR NA,False,,2023-01-02
2023-01-07,55.0,Confitier semiamargo TURIN,CHOCOLATE,872,CONFITIER SEMIAMARGO TURIN,False,,2023-01-02
2023-01-07,99.0,nutella grande 650 gr,RELLENO,873,NUTELLA GRANDE 650 GR,False,,2023-01-02
2023-01-07,122.0,Tegral Satin Creme ca ,HARINA,874,TEGRAL SATIN CREME CA,False,,2023-01-02
2023-01-06,45.0,confeti,DECORACION,875,CONFETI,False,,2023-01-02
2023-01-06,28.0,Tapa Reyma c/50,OTROS,876,TAPA REYMA C/50,False,,2023-01-02
2023-01-06,65.0,Tegral Satin Red Velvet Puratos,HARINA,877,TEGRAL SATIN RED VELVET PURATOS,False,,2023-01-02
2023-01-06,29.0,Vaso 4 ancho reyma C/,OTROS,878,VASO 4 ANCHO REYMA C/,False,,2023-01-02
2023-01-04,290.0,9 colores,COLORANTES,879,9 COLORES,False,,2023-01-02
2023-01-04,15.0,Chips Linea Horneas A,OTROS,880,CHIPS LINEA HORNEAS A,False,,2023-01-02
2023-01-04,22.0,Granillo Turin Semi amargo,CHOCOLATE,881,GRANILLO TURIN SEMI AMARGO,False,,2023-01-02
2023-01-04,22.0,Confitier semiamargo TURIN,CHOCOLATE,882,CONFITIER SEMIAMARGO TURIN,False,,2023-01-02
2023-01-02,28.5,oreo 273.6,GALLETAS,883,OREO 273.6,False,,2023-01-02
2023-01-02,18.5,Carlos V stk,CHOCOLATE,884,CARLOS V STK,False,,2023-01-02
2023-01-01,249.0,Foundant,FONDANT,885,FOUNDANT,False,,2022-12-26
2023-01-01,27.0,base 25 cm doble,BASES,886,BASE 25 CM DOBLE,False,,2022-12-26
2023-01-01,10.0,mangas chicas,CONSUMIBLES,887,MANGAS CHICAS,False,,2022-12-26
2023-01-01,21.0,caja 17x11x3,EMPAQUE,888,CAJA 17X11X3,False,,2022-12-26
2023-01-01,45.0,mangas,CONSUMIBLES,889,MANGAS,False,,2022-12-26
2022-12-29,22.0,Fecula de maíz,HORNEADO,890,FECULA DE MAIZ,False,,2022-12-26
2022-12-29,65.0,Easy pastel tres leches,HARINA,891,EASY PASTEL TRES LECHES,False,,2022-12-26
2022-12-29,46.9,aceite,ACEITE,892,ACEITE,False,,2022-12-26
2022-12-28,70.0,matizador,DECORACION,893,MATIZADOR,False,,2022-12-26
2022-12-26,102.0,Tegral Satin Creme ca ,HARINA,894,TEGRAL SATIN CREME CA,False,,2022-12-26
2022-12-26,15.0,entrepiso,BASES,895,ENTREPISO,False,,2022-12-26
2022-12-26,50.0,base 36cm doble,BASES,896,BASE 36CM DOBLE,False,,2022-12-26
2022-12-26,166.0,Foundant,FONDANT,897,FOUNDANT,False,,2022-12-26
2022-12-26,45.0,Transfer,DECORACION,898,TRANSFER,False,,2022-12-26
2022-12-26,49.5,relleno fresa frutifru,RELLENO,899,RELLENO FRESA FRUTIFRU,False,,2022-12-26
2022-12-26,205.0,Crema tipo chantilli,CHANTILLY,900,CREMA TIPO CHANTILLI,False,,2022-12-26
