fecha,importe_nominal,descripcion,CLASIFICACION,estado_dato,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2022-12-26,46.9,ACEITE,ACEITE,observado,32,ACEITE,False,,2022-12-26
2023-02-20,74.0,ACEITE,ACEITE,observado,33,ACEITE,False,,2023-02-20
2023-02-27,74.0,ACEITE,ACEITE,observado,34,ACEITE,False,,2023-02-27
2023-03-13,37.0,ACEITE,ACEITE,observado,35,ACEITE,False,,2023-03-13
2023-04-10,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,36,ACEITE,False,,2023-04-10
2023-05-08,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,37,ACEITE,False,,2023-05-08
2023-06-19,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,38,ACEITE,False,,2023-06-19
2023-07-03,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,39,ACEITE,False,,2023-07-03
2023-10-23,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,40,ACEITE,False,,2023-10-23
2023-12-18,82.0,ACEITE,ACEITE,observado,41,ACEITE,False,,2023-12-18
2024-01-29,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,42,ACEITE,False,,2024-01-29
2024-02-19,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,43,ACEITE,False,,2024-02-19
2024-03-18,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,44,ACEITE,False,,2024-03-18
2024-04-15,6.996153846153846,ACEITE,ACEITE,estimado_promedio_simple,45,ACEITE,False,,2024-04-15
2021-05-10,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,46,ADMINISTRACION,False,,2021-05-10
2021-05-24,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,47,ADMINISTRACION,False,,2021-05-24
2021-06-07,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,48,ADMINISTRACION,False,,2021-06-07
2021-07-05,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,49,ADMINISTRACION,False,,2021-07-05
2021-07-12,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,50,ADMINISTRACION,False,,2021-07-12
2021-08-02,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,51,ADMINISTRACION,False,,2021-08-02
2021-08-09,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,52,ADMINISTRACION,False,,2021-08-09
2021-08-16,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,53,ADMINISTRACION,False,,2021-08-16
2021-08-30,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,54,ADMINISTRACION,False,,2021-08-30
2022-03-07,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,55,ADMINISTRACION,False,,2022-03-07
2022-04-11,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,56,ADMINISTRACION,False,,2022-04-11
2022-04-18,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,57,ADMINISTRACION,False,,2022-04-18
2022-05-02,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,58,ADMINISTRACION,False,,2022-05-02
2022-05-16,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,59,ADMINISTRACION,False,,2022-05-16
2022-05-23,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,60,ADMINISTRACION,False,,2022-05-23
2022-07-04,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,61,ADMINISTRACION,False,,2022-07-04
2022-07-11,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,62,ADMINISTRACION,False,,2022-07-11
2022-10-10,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,63,ADMINISTRACION,False,,2022-10-10
2023-04-10,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,64,ADMINISTRACION,False,,2023-04-10
2023-05-08,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,65,ADMINISTRACION,False,,2023-05-08
2023-06-19,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,66,ADMINISTRACION,False,,2023-06-19
2023-07-03,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,67,ADMINISTRACION,False,,2023-07-03
2023-10-23,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,68,ADMINISTRACION,False,,2023-10-23
2023-11-20,210.0,ADMINISTRACION,ADMINISTRACION,observado,69,ADMINISTRACION,False,,2023-11-20
2024-01-29,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,70,ADMINISTRACION,False,,2024-01-29
2024-02-19,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,71,ADMINISTRACION,False,,2024-02-19
2024-03-18,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,72,ADMINISTRACION,False,,2024-03-18
2024-04-15,1.6153846153846154,ADMINISTRACION,ADMINISTRACION,estimado_promedio_simple,73,ADMINISTRACION,False,,2024-04-15
2021-05-10,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,74,AMBIANTE,False,,2021-05-10
2021-05-24,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,75,AMBIANTE,False,,2021-05-24
2021-06-07,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,76,AMBIANTE,False,,2021-06-07
2021-07-05,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,77,AMBIANTE,False,,2021-07-05
2021-07-12,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,78,AMBIANTE,False,,2021-07-12
2021-07-19,50.0,AMBIANTE,AMBIANTE,observado,79,AMBIANTE,False,,2021-07-19
2021-08-02,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,80,AMBIANTE,False,,2021-08-02
2021-08-09,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,81,AMBIANTE,False,,2021-08-09
2021-08-16,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,82,AMBIANTE,False,,2021-08-16
2021-08-30,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,83,AMBIANTE,False,,2021-08-30
2021-10-04,50.0,AMBIANTE,AMBIANTE,observado,84,AMBIANTE,False,,2021-10-04
2021-11-15,50.0,AMBIANTE,AMBIANTE,observado,85,AMBIANTE,False,,2021-11-15
2021-12-13,53.0,AMBIANTE,AMBIANTE,observado,86,AMBIANTE,False,,2021-12-13
2022-03-07,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,87,AMBIANTE,False,,2022-03-07
2022-04-04,62.5,AMBIANTE,AMBIANTE,observado,88,AMBIANTE,False,,2022-04-04
2022-04-11,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,89,AMBIANTE,False,,2022-04-11
2022-04-18,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,90,AMBIANTE,False,,2022-04-18
2022-04-25,63.0,AMBIANTE,AMBIANTE,observado,91,AMBIANTE,False,,2022-04-25
2022-05-02,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,92,AMBIANTE,False,,2022-05-02
2022-05-09,63.0,AMBIANTE,AMBIANTE,observado,93,AMBIANTE,False,,2022-05-09
2022-05-16,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,94,AMBIANTE,False,,2022-05-16
2022-05-23,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,95,AMBIANTE,False,,2022-05-23
2022-07-04,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,96,AMBIANTE,False,,2022-07-04
2022-07-11,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,97,AMBIANTE,False,,2022-07-11
2022-08-29,63.0,AMBIANTE,AMBIANTE,observado,98,AMBIANTE,False,,2022-08-29
2022-10-10,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,99,AMBIANTE,False,,2022-10-10
2022-10-24,63.0,AMBIANTE,AMBIANTE,observado,100,AMBIANTE,False,,2022-10-24
2022-11-14,63.0,AMBIANTE,AMBIANTE,observado,101,AMBIANTE,False,,2022-11-14
2022-12-05,63.0,AMBIANTE,AMBIANTE,observado,102,AMBIANTE,False,,2022-12-05
2023-01-16,63.0,AMBIANTE,AMBIANTE,observado,103,AMBIANTE,False,,2023-01-16
2023-01-30,63.0,AMBIANTE,AMBIANTE,observado,104,AMBIANTE,False,,2023-01-30
2023-03-13,66.0,AMBIANTE,AMBIANTE,observado,105,AMBIANTE,False,,2023-03-13
2023-03-20,66.0,AMBIANTE,AMBIANTE,observado,106,AMBIANTE,False,,2023-03-20
2023-03-27,66.0,AMBIANTE,AMBIANTE,observado,107,AMBIANTE,False,,2023-03-27
2023-04-10,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,108,AMBIANTE,False,,2023-04-10
2023-04-24,66.0,AMBIANTE,AMBIANTE,observado,109,AMBIANTE,False,,2023-04-24
2023-05-01,66.0,AMBIANTE,AMBIANTE,observado,110,AMBIANTE,False,,2023-05-01
2023-05-08,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,111,AMBIANTE,False,,2023-05-08
2023-05-22,65.0,AMBIANTE,AMBIANTE,observado,112,AMBIANTE,False,,2023-05-22
2023-06-19,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,113,AMBIANTE,False,,2023-06-19
2023-07-03,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,114,AMBIANTE,False,,2023-07-03
2023-07-10,132.0,AMBIANTE,AMBIANTE,observado,115,AMBIANTE,False,,2023-07-10
2023-07-17,66.0,AMBIANTE,AMBIANTE,observado,116,AMBIANTE,False,,2023-07-17
2023-07-31,132.0,AMBIANTE,AMBIANTE,observado,117,AMBIANTE,False,,2023-07-31
2023-08-07,66.0,AMBIANTE,AMBIANTE,observado,118,AMBIANTE,False,,2023-08-07
2023-08-21,66.0,AMBIANTE,AMBIANTE,observado,119,AMBIANTE,False,,2023-08-21
2023-09-04,132.0,AMBIANTE,AMBIANTE,observado,120,AMBIANTE,False,,2023-09-04
2023-09-18,66.0,AMBIANTE,AMBIANTE,observado,121,AMBIANTE,False,,2023-09-18
2023-10-09,66.0,AMBIANTE,AMBIANTE,observado,122,AMBIANTE,False,,2023-10-09
2023-10-16,66.0,AMBIANTE,AMBIANTE,observado,123,AMBIANTE,False,,2023-10-16
2023-10-23,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,124,AMBIANTE,False,,2023-10-23
2023-11-20,66.0,AMBIANTE,AMBIANTE,observado,125,AMBIANTE,False,,2023-11-20
2023-12-11,66.0,AMBIANTE,AMBIANTE,observado,126,AMBIANTE,False,,2023-12-11
2023-12-25,66.0,AMBIANTE,AMBIANTE,observado,127,AMBIANTE,False,,2023-12-25
2024-01-22,66.0,AMBIANTE,AMBIANTE,observado,128,AMBIANTE,False,,2024-01-22
2024-01-29,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,129,AMBIANTE,False,,2024-01-29
2024-02-12,132.0,AMBIANTE,AMBIANTE,observado,130,AMBIANTE,False,,2024-02-12
2024-02-19,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,131,AMBIANTE,False,,2024-02-19
2024-03-11,66.0,AMBIANTE,AMBIANTE,observado,132,AMBIANTE,False,,2024-03-11
2024-03-18,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,133,AMBIANTE,False,,2024-03-18
2024-03-25,123.0,AMBIANTE,AMBIANTE,observado,134,AMBIANTE,False,,2024-03-25
2024-04-01,66.0,AMBIANTE,AMBIANTE,observado,135,AMBIANTE,False,,2024-04-01
2024-04-15,21.58076923076923,AMBIANTE,AMBIANTE,estimado_promedio_simple,136,AMBIANTE,False,,2024-04-15
2024-04-22,66.0,AMBIANTE,AMBIANTE,observado,137,AMBIANTE,False,,2024-04-22
2024-04-29,132.0,AMBIANTE,AMBIANTE,observado,138,AMBIANTE,False,,2024-04-29
2021-05-10,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,139,AZUCAR,False,,2021-05-10
2021-05-24,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,140,AZUCAR,False,,2021-05-24
2021-06-07,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,141,AZUCAR,False,,2021-06-07
2021-07-05,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,142,AZUCAR,False,,2021-07-05
2021-07-12,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,143,AZUCAR,False,,2021-07-12
2021-08-02,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,144,AZUCAR,False,,2021-08-02
2021-08-09,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,145,AZUCAR,False,,2021-08-09
2021-08-16,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,146,AZUCAR,False,,2021-08-16
2021-08-30,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,147,AZUCAR,False,,2021-08-30
2021-09-27,32.0,AZUCAR,AZUCAR,observado,148,AZUCAR,False,,2021-09-27
2021-11-29,38.0,AZUCAR,AZUCAR,observado,149,AZUCAR,False,,2021-11-29
2022-01-24,28.5,AZUCAR,AZUCAR,observado,150,AZUCAR,False,,2022-01-24
2022-03-07,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,151,AZUCAR,False,,2022-03-07
2022-04-11,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,152,AZUCAR,False,,2022-04-11
2022-04-18,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,153,AZUCAR,False,,2022-04-18
2022-05-02,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,154,AZUCAR,False,,2022-05-02
2022-05-16,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,155,AZUCAR,False,,2022-05-16
2022-05-23,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,156,AZUCAR,False,,2022-05-23
2022-07-04,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,157,AZUCAR,False,,2022-07-04
2022-07-11,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,158,AZUCAR,False,,2022-07-11
2022-08-29,62.9,AZUCAR,AZUCAR,observado,159,AZUCAR,False,,2022-08-29
2022-09-19,20.0,AZUCAR,AZUCAR,observado,160,AZUCAR,False,,2022-09-19
2022-10-10,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,161,AZUCAR,False,,2022-10-10
2022-12-19,28.0,AZUCAR,AZUCAR,observado,162,AZUCAR,False,,2022-12-19
2023-01-23,40.0,AZUCAR,AZUCAR,observado,163,AZUCAR,False,,2023-01-23
2023-04-10,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,164,AZUCAR,False,,2023-04-10
2023-04-17,15.0,AZUCAR,AZUCAR,observado,165,AZUCAR,False,,2023-04-17
2023-05-08,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,166,AZUCAR,False,,2023-05-08
2023-06-19,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,167,AZUCAR,False,,2023-06-19
2023-07-03,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,168,AZUCAR,False,,2023-07-03
2023-07-10,25.0,AZUCAR,AZUCAR,observado,169,AZUCAR,False,,2023-07-10
2023-09-04,24.56,AZUCAR,AZUCAR,observado,170,AZUCAR,False,,2023-09-04
2023-10-23,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,171,AZUCAR,False,,2023-10-23
2023-10-30,25.0,AZUCAR,AZUCAR,observado,172,AZUCAR,False,,2023-10-30
2023-11-13,24.0,AZUCAR,AZUCAR,observado,173,AZUCAR,False,,2023-11-13
2023-11-27,61.0,AZUCAR,AZUCAR,observado,174,AZUCAR,False,,2023-11-27
2023-12-04,22.5,AZUCAR,AZUCAR,observado,175,AZUCAR,False,,2023-12-04
2023-12-18,59.5,AZUCAR,AZUCAR,observado,176,AZUCAR,False,,2023-12-18
2024-01-29,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,177,AZUCAR,False,,2024-01-29
2024-02-12,84.5,AZUCAR,AZUCAR,observado,178,AZUCAR,False,,2024-02-12
2024-02-19,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,179,AZUCAR,False,,2024-02-19
2024-03-18,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,180,AZUCAR,False,,2024-03-18
2024-04-15,4.542000000000001,AZUCAR,AZUCAR,estimado_promedio_simple,181,AZUCAR,False,,2024-04-15
2021-05-10,14.480846153846151,BASES,BASES,estimado_promedio_simple,182,BASES,False,,2021-05-10
2021-05-24,14.480846153846151,BASES,BASES,estimado_promedio_simple,183,BASES,False,,2021-05-24
2021-06-07,14.480846153846151,BASES,BASES,estimado_promedio_simple,184,BASES,False,,2021-06-07
2021-06-21,25.0,BASES,BASES,observado,185,BASES,False,,2021-06-21
2021-07-05,14.480846153846151,BASES,BASES,estimado_promedio_simple,186,BASES,False,,2021-07-05
2021-07-12,14.480846153846151,BASES,BASES,estimado_promedio_simple,187,BASES,False,,2021-07-12
2021-07-19,25.0,BASES,BASES,observado,188,BASES,False,,2021-07-19
2021-07-26,21.0,BASES,BASES,observado,189,BASES,False,,2021-07-26
2021-08-02,14.480846153846151,BASES,BASES,estimado_promedio_simple,190,BASES,False,,2021-08-02
2021-08-09,14.480846153846151,BASES,BASES,estimado_promedio_simple,191,BASES,False,,2021-08-09
2021-08-16,14.480846153846151,BASES,BASES,estimado_promedio_simple,192,BASES,False,,2021-08-16
2021-08-23,21.0,BASES,BASES,observado,193,BASES,False,,2021-08-23
2021-08-30,14.480846153846151,BASES,BASES,estimado_promedio_simple,194,BASES,False,,2021-08-30
2021-09-20,31.5,BASES,BASES,observado,195,BASES,False,,2021-09-20
2021-11-08,8.5,BASES,BASES,observado,196,BASES,False,,2021-11-08
2021-11-15,40.5,BASES,BASES,observado,197,BASES,False,,2021-11-15
2021-12-06,19.0,BASES,BASES,observado,198,BASES,False,,2021-12-06
2021-12-13,11.0,BASES,BASES,observado,199,BASES,False,,2021-12-13
2021-12-20,21.0,BASES,BASES,observado,200,BASES,False,,2021-12-20
2022-01-03,10.5,BASES,BASES,observado,201,BASES,False,,2022-01-03
2022-01-10,10.5,BASES,BASES,observado,202,BASES,False,,2022-01-10
2022-01-24,3.0,BASES,BASES,observado,203,BASES,False,,2022-01-24
2022-02-28,21.0,BASES,BASES,observado,204,BASES,False,,2022-02-28
2022-03-07,14.480846153846151,BASES,BASES,estimado_promedio_simple,205,BASES,False,,2022-03-07
2022-03-21,35.0,BASES,BASES,observado,206,BASES,False,,2022-03-21
2022-04-04,40.5,BASES,BASES,observado,207,BASES,False,,2022-04-04
2022-04-11,14.480846153846151,BASES,BASES,estimado_promedio_simple,208,BASES,False,,2022-04-11
2022-04-18,14.480846153846151,BASES,BASES,estimado_promedio_simple,209,BASES,False,,2022-04-18
2022-04-25,35.0,BASES,BASES,observado,210,BASES,False,,2022-04-25
2022-05-02,14.480846153846151,BASES,BASES,estimado_promedio_simple,211,BASES,False,,2022-05-02
2022-05-09,32.5,BASES,BASES,observado,212,BASES,False,,2022-05-09
2022-05-16,14.480846153846151,BASES,BASES,estimado_promedio_simple,213,BASES,False,,2022-05-16
2022-05-23,14.480846153846151,BASES,BASES,estimado_promedio_simple,214,BASES,False,,2022-05-23
2022-06-27,23.0,BASES,BASES,observado,215,BASES,False,,2022-06-27
2022-07-04,14.480846153846151,BASES,BASES,estimado_promedio_simple,216,BASES,False,,2022-07-04
2022-07-11,14.480846153846151,BASES,BASES,estimado_promedio_simple,217,BASES,False,,2022-07-11
2022-07-25,52.5,BASES,BASES,observado,218,BASES,False,,2022-07-25
2022-09-05,26.0,BASES,BASES,observado,219,BASES,False,,2022-09-05
2022-09-12,14.0,BASES,BASES,observado,220,BASES,False,,2022-09-12
2022-09-26,11.5,BASES,BASES,observado,221,BASES,False,,2022-09-26
2022-10-10,14.480846153846151,BASES,BASES,estimado_promedio_simple,222,BASES,False,,2022-10-10
2022-10-17,34.5,BASES,BASES,observado,223,BASES,False,,2022-10-17
2022-10-24,11.5,BASES,BASES,observado,224,BASES,False,,2022-10-24
2022-11-07,20.5,BASES,BASES,observado,225,BASES,False,,2022-11-07
2022-11-14,14.5,BASES,BASES,observado,226,BASES,False,,2022-11-14
2022-11-28,45.0,BASES,BASES,observado,227,BASES,False,,2022-11-28
2022-12-19,79.5,BASES,BASES,observado,228,BASES,False,,2022-12-19
2022-12-26,92.0,BASES,BASES,observado,229,BASES,False,,2022-12-26
2023-01-09,52.0,BASES,BASES,observado,230,BASES,False,,2023-01-09
2023-01-16,31.51,BASES,BASES,observado,231,BASES,False,,2023-01-16
2023-01-30,45.5,BASES,BASES,observado,232,BASES,False,,2023-01-30
2023-02-06,11.5,BASES,BASES,observado,233,BASES,False,,2023-02-06
2023-02-27,112.0,BASES,BASES,observado,234,BASES,False,,2023-02-27
2023-03-27,122.0,BASES,BASES,observado,235,BASES,False,,2023-03-27
2023-04-10,14.480846153846151,BASES,BASES,estimado_promedio_simple,236,BASES,False,,2023-04-10
2023-05-01,24.0,BASES,BASES,observado,237,BASES,False,,2023-05-01
2023-05-08,14.480846153846151,BASES,BASES,estimado_promedio_simple,238,BASES,False,,2023-05-08
2023-05-15,10.0,BASES,BASES,observado,239,BASES,False,,2023-05-15
2023-05-22,50.0,BASES,BASES,observado,240,BASES,False,,2023-05-22
2023-05-29,20.0,BASES,BASES,observado,241,BASES,False,,2023-05-29
2023-06-05,28.0,BASES,BASES,observado,242,BASES,False,,2023-06-05
2023-06-19,14.480846153846151,BASES,BASES,estimado_promedio_simple,243,BASES,False,,2023-06-19
2023-07-03,14.480846153846151,BASES,BASES,estimado_promedio_simple,244,BASES,False,,2023-07-03
2023-07-10,34.0,BASES,BASES,observado,245,BASES,False,,2023-07-10
2023-07-17,41.0,BASES,BASES,observado,246,BASES,False,,2023-07-17
2023-07-24,25.0,BASES,BASES,observado,247,BASES,False,,2023-07-24
2023-07-31,55.0,BASES,BASES,observado,248,BASES,False,,2023-07-31
2023-08-07,28.0,BASES,BASES,observado,249,BASES,False,,2023-08-07
2023-08-14,14.0,BASES,BASES,observado,250,BASES,False,,2023-08-14
2023-09-18,24.0,BASES,BASES,observado,251,BASES,False,,2023-09-18
2023-09-25,15.0,BASES,BASES,observado,252,BASES,False,,2023-09-25
2023-10-09,24.0,BASES,BASES,observado,253,BASES,False,,2023-10-09
2023-10-16,12.0,BASES,BASES,observado,254,BASES,False,,2023-10-16
2023-10-23,14.480846153846151,BASES,BASES,estimado_promedio_simple,255,BASES,False,,2023-10-23
2023-10-30,12.0,BASES,BASES,observado,256,BASES,False,,2023-10-30
2023-11-13,46.0,BASES,BASES,observado,257,BASES,False,,2023-11-13
2024-01-08,24.0,BASES,BASES,observado,258,BASES,False,,2024-01-08
2024-01-29,14.480846153846151,BASES,BASES,estimado_promedio_simple,259,BASES,False,,2024-01-29
2024-02-05,55.0,BASES,BASES,observado,260,BASES,False,,2024-02-05
2024-02-12,24.0,BASES,BASES,observado,261,BASES,False,,2024-02-12
2024-02-19,14.480846153846151,BASES,BASES,estimado_promedio_simple,262,BASES,False,,2024-02-19
2024-03-18,14.480846153846151,BASES,BASES,estimado_promedio_simple,263,BASES,False,,2024-03-18
2024-04-08,24.0,BASES,BASES,observado,264,BASES,False,,2024-04-08
2024-04-15,14.480846153846151,BASES,BASES,estimado_promedio_simple,265,BASES,False,,2024-04-15
2024-04-29,83.0,BASES,BASES,observado,266,BASES,False,,2024-04-29
2021-05-10,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,267,CAPACILLOS,False,,2021-05-10
2021-05-24,15.574307692307691,CAPACILLOS,CAPACILLOS,estimado_promedio_simple,268,CAPACILLOS,False,,2021-05-24
2021-05-31,15.0,CAPACILLOS,CAPACILLOS,observado,269,CAPACILLOS,False,,2021-05-31
