semana_inicio,HARINA,CHOCOLATE,FONDANT,EMPAQUE,CHANTILLY,RELLENO,DECORACION,AMBIANTE,HUEVO,CAPACILLOS,BASES
2023-11-27,0.016311804949193525,0.0,0.0,0.11706118845891823,0.0,0.024947466392884213,0.12473733196442106,0.0,0.0,0.021109394640132798,0.0
2023-12-04,0.13831658180986803,0.03473413001996113,0.0364928201475541,0.09605525804380896,0.062433499529550386,0.16974877111527334,0.07694269308219238,0.0,0.0,0.02462166178630156,0.0
2023-12-11,0.19868995633187772,0.12008733624454149,0.0906113537117904,0.04148471615720524,0.22379912663755458,0.06222707423580786,0.0982532751091703,0.07205240174672489,0.0,0.0,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.34243542435424357,0.0,0.0,0.0,0.0,0.0
2023-12-25,0.07309644670050762,0.14720812182741116,0.0,0.2649746192893401,0.14416243654822336,0.0,0.0,0.06700507614213198,0.08121827411167512,0.0,0.0
2024-01-01,,,,,,,,,,,
2024-01-08,0.20399925286402126,0.039432176656151424,0.08612817532790969,0.06641208699983397,0.0,0.0,0.16914328407770216,0.0,0.08705171841275113,0.0,0.02490453262493774
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-22,0.0,0.49122807017543857,0.0,0.0,0.0,0.0,0.14619883040935672,0.19298245614035087,0.0,0.0,0.0
2024-01-29,,,,,,,,,,,
2024-02-05,0.1408635261744087,0.013103583830177554,0.20392452335713818,0.2726528205464194,0.0,0.0789818515363952,0.06387997117211558,0.0,0.0,0.0320628316844657,0.04504356941623534
2024-02-12,0.1292833096527271,0.07296186782381629,0.07082847987575148,0.022571244490525624,0.1783512324582176,0.026454010556003566,0.05290802111200713,0.05632144182891082,0.08064206443684958,0.0,0.010240262150711058
2024-02-19,,,,,,,,,,,
2024-02-26,0.32727272727272727,0.25757575757575757,0.0,0.11515151515151516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.14035087719298245,0.3742690058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.22131147540983606,0.13114754098360656,0.0,0.0,0.0,0.2336065573770492,0.08196721311475409,0.27049180327868855,0.0,0.0,0.0
2024-03-18,,,,,,,,,,,
2024-03-25,0.3803230543318649,0.35389133627019087,0.0,0.04698972099853157,0.0,0.12848751835535976,0.0,0.09030837004405286,0.0,0.0,0.0
2024-04-01,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
2024-04-08,0.14787430683918668,0.0,0.2010166358595194,0.11090573012939002,0.0,0.0,0.0,0.0,0.0,0.0,0.05545286506469501
2024-04-15,,,,,,,,,,,
2024-04-22,0.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.5116279069767442,0.0,0.0,0.0
2024-04-29,0.23233695652173914,0.20516304347826086,0.11820652173913043,0.09578804347826086,0.0,0.07608695652173914,0.057744565217391304,0.08967391304347826,0.0,0.0,0.05638586956521739
2024-05-06,,,,,,,,,,,
2024-05-13,,,,,,,,,,,
2024-05-20,,,,,,,,,,,
2024-05-27,,,,,,,,,,,
2024-06-03,0.12032789350981425,0.0,0.16357073023990373,0.13536888019854101,0.0,0.3217643077385876,0.12032789350981425,0.0,0.0,0.0,0.02256148003309017
2024-06-10,,,,,,,,,,,
2024-06-17,,,,,,,,,,,
2024-06-24,,,,,,,,,,,
2024-07-01,,,,,,,,,,,
2024-07-08,,,,,,,,,,,
2024-07-15,,,,,,,,,,,
2024-07-22,,,,,,,,,,,
2024-07-29,,,,,,,,,,,
2024-08-05,,,,,,,,,,,
2024-08-12,,,,,,,,,,,
2024-08-19,,,,,,,,,,,
2024-08-26,,,,,,,,,,,
2024-09-02,,,,,,,,,,,
2024-09-09,,,,,,,,,,,
2024-09-16,,,,,,,,,,,
2024-09-23,,,,,,,,,,,
2024-09-30,,,,,,,,,,,
2024-10-07,,,,,,,,,,,
2024-10-14,,,,,,,,,,,
2024-10-21,,,,,,,,,,,
2024-10-28,,,,,,,,,,,
2024-11-04,,,,,,,,,,,
2024-11-11,,,,,,,,,,,
2024-11-18,,,,,,,,,,,
2024-11-25,,,,,,,,,,,
2024-12-02,,,,,,,,,,,
2024-12-09,,,,,,,,,,,
2024-12-16,,,,,,,,,,,
2024-12-23,,,,,,,,,,,
2024-12-30,,,,,,,,,,,
2025-01-06,,,,,,,,,,,
2025-01-13,,,,,,,,,,,
2025-01-20,,,,,,,,,,,
2025-01-27,,,,,,,,,,,
2025-02-03,,,,,,,,,,,
2025-02-10,,,,,,,,,,,
2025-02-17,,,,,,,,,,,
2025-02-24,,,,,,,,,,,
2025-03-03,,,,,,,,,,,
2025-03-10,,,,,,,,,,,
