semana_inicio,total
2022-08-01,120.0
2022-08-08,80.0
2022-08-15,255.0
2022-08-22,204.5
2022-08-29,610.9
2022-09-05,257.0
2022-09-12,257.0
2022-09-19,737.0
2022-09-26,614.0
2022-10-03,70.0
2022-10-10,
2022-10-17,577.5
2022-10-24,234.5
2022-10-31,80.0
2022-11-07,753.5
2022-11-14,134.5
2022-11-21,236.5
2022-11-28,961.0
2022-12-05,222.0
2022-12-12,552.0
2022-12-19,1472.5
2022-12-26,1343.4
2023-01-02,1207.4
2023-01-09,373.0
2023-01-16,1109.4299999999998
2023-01-23,789.0
2023-01-30,485.5
2023-02-06,863.97
2023-02-13,619.0
2023-02-20,163.5
2023-02-27,1171.0
2023-03-06,514.96
2023-03-13,1539.09
2023-03-20,447.22
2023-03-27,1238.0
2023-04-03,168.36
2023-04-10,
2023-04-17,564.5
2023-04-24,239.07999999999998
2023-05-01,1043.8
2023-05-08,
2023-05-15,55.0
2023-05-22,1213.48
2023-05-29,20.0
2023-06-05,213.0
2023-06-12,69.0
2023-06-19,
2023-06-26,562.55
2023-07-03,
2023-07-10,1673.03
2023-07-17,691.0
2023-07-24,711.62
2023-07-31,1695.0
2023-08-07,691.85
2023-08-14,492.0
2023-08-21,521.0
2023-08-28,
2023-09-04,2403.3500000000004
2023-09-11,479.0
2023-09-18,385.0
2023-09-25,530.5
2023-10-02,491.0
2023-10-09,1001.0
2023-10-16,1932.2
2023-10-23,
2023-10-30,1715.8
2023-11-06,335.0
2023-11-13,655.0
2023-11-20,692.0
2023-11-27,1042.19
2023-12-04,2274.42
2023-12-11,916.0
2023-12-18,338.75
2023-12-25,985.0
2024-01-01,
2024-01-08,963.68
2024-01-15,115.0
2024-01-22,342.0
2024-01-29,
2024-02-05,1221.04
2024-02-12,2343.69
2024-02-19,
2024-02-26,330.0
2024-03-04,513.0
2024-03-11,244.0
2024-03-18,
2024-03-25,1362.0
2024-04-01,176.0
2024-04-08,432.8
2024-04-15,
2024-04-22,129.0
2024-04-29,1472.0
2024-05-06,
2024-05-13,
2024-05-20,
2024-05-27,
2024-06-03,531.88
2024-06-10,
2024-06-17,
2024-06-24,
2024-07-01,0.0
2024-07-08,0.0
2024-07-15,0.0
2024-07-22,0.0
2024-07-29,0.0
2024-08-05,0.0
2024-08-12,0.0
2024-08-19,0.0
2024-08-26,0.0
2024-09-02,0.0
2024-09-09,0.0
2024-09-16,0.0
2024-09-23,0.0
2024-09-30,0.0
2024-10-07,0.0
2024-10-14,0.0
2024-10-21,0.0
2024-10-28,0.0
2024-11-04,0.0
2024-11-11,0.0
2024-11-18,0.0
2024-11-25,0.0
2024-12-02,0.0
2024-12-09,0.0
2024-12-16,0.0
2024-12-23,0.0
2024-12-30,0.0
2025-01-06,0.0
2025-01-13,0.0
2025-01-20,0.0
2025-01-27,0.0
2025-02-03,0.0
2025-02-10,0.0
2025-02-17,0.0
2025-02-24,0.0
2025-03-03,0.0
2025-03-10,0.0
