semana_inicio,HARINA,CHOCOLATE,FONDANT,EMPAQUE,CHANTILLY,RELLENO,DECORACION,AMBIANTE,HUEVO,CAPACILLOS,BASES
2023-06-05,0.0,0.2347417840375587,0.38967136150234744,0.24413145539906103,0.0,0.0,0.0,0.0,0.0,0.0,0.13145539906103287
2023-06-12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19,0.15912284208234015,0.14961562441269735,0.13492075329858985,0.11773497325628916,0.10739248073647376,0.09976761460418412,0.0833067338068546,0.04402793397748934,0.04279292044901989,0.03177325867567172,0.02954486470038989
2023-06-26,0.3622965919557875,0.29792242349810666,0.33978098454610584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-03,0.15912312883125182,0.14961413422513847,0.13492057980561373,0.11773593665829028,0.10739360293176638,0.09976755790962834,0.08330514199999405,0.044029075598739274,0.042791963833082175,0.031775022247178306,0.02954385595931718
2023-07-10,0.20928122968793528,0.25820875266958565,0.11856888780954694,0.025713734705684877,0.09856931637179203,0.14142554088126683,0.0,0.09428369392084457,0.029663650064641472,0.0,0.024285193888702386
2023-07-17,0.08173076923076923,0.03685897435897436,0.266025641025641,0.12980769230769232,0.11057692307692307,0.08333333333333333,0.0,0.10576923076923078,0.1201923076923077,0.0,0.06570512820512821
2023-07-24,0.15738736966358452,0.08993563980776258,0.1166352828756921,0.2519884207863748,0.0,0.07588319608779968,0.0,0.0,0.07377532952980524,0.199263651949074,0.03513110929990726
2023-07-31,0.21018697614442294,0.23920051579626048,0.10702772404900064,0.0,0.08897485493230174,0.19858156028368792,0.0,0.0851063829787234,0.019342359767891684,0.016118633139909737,0.03546099290780142
2023-08-07,0.09142242538316751,0.1415792775835798,0.0,0.2599265035403782,0.12368916375369723,0.05288159899614591,0.08604463565474589,0.11831137402527561,0.0,0.07595231693107467,0.050192704131935106
2023-08-14,0.2549450549450549,0.3802197802197802,0.1824175824175824,0.0,0.15164835164835164,0.0,0.0,0.0,0.0,0.0,0.03076923076923077
2023-08-21,0.12734864300626306,0.12943632567849686,0.0,0.0,0.1440501043841336,0.302713987473904,0.0,0.13778705636743216,0.15866388308977036,0.0,0.0
2023-08-28,0.24878048780487802,0.0,0.0,0.0,0.33658536585365856,0.0,0.4146341463414634,0.0,0.0,0.0,0.0
2023-09-04,0.09081827263645445,0.2546223829646289,0.08868137210383199,0.2957684027202743,0.0,0.11724104772233114,0.021369005326224575,0.0705177175765411,0.04006688498667108,0.020914913963042302,0.0
2023-09-11,0.21316614420062696,0.10971786833855798,0.0,0.2445141065830721,0.4326018808777429,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-18,0.19596541786743518,0.15561959654178675,0.0,0.0,0.0,0.0,0.38904899135446686,0.19020172910662825,0.0,0.0,0.069164265129683
2023-09-25,0.1870967741935484,0.1625806451612903,0.42838709677419357,0.0,0.1832258064516129,0.0,0.0,0.0,0.0,0.0,0.03870967741935484
2023-10-02,0.2670157068062827,0.0,0.0,0.0,0.0,0.7329842931937173,0.0,0.0,0.0,0.0,0.0
2023-10-09,0.19662243667068757,0.2436670687575392,0.20024125452352232,0.09650180940892641,0.0,0.06272617611580217,0.0548854041013269,0.07961399276236429,0.0367913148371532,0.0,0.028950542822677925
2023-10-16,0.06163328197226503,0.03697996918335902,0.09134932863746423,0.615232225401717,0.07814219678626458,0.0,0.0,0.03631961259079903,0.042923178516398854,0.030816640986132515,0.006603565925599824
2023-10-23,0.15912282296180685,0.14961432809350478,0.13492028886912477,0.11773565438669946,0.10739345889099432,0.09976827640406585,0.0833054470016984,0.04402905922111243,0.042791904225816774,0.03177465812758299,0.029544101817593448
2023-10-30,0.16161080937872566,0.13742879851635978,0.05497416876407471,0.08035501390912705,0.13577957345343755,0.21127963968737581,0.0,0.0,0.10067558617035369,0.10994833752814942,0.007948072592396344
2023-11-06,0.3761194029850746,0.3761194029850746,0.24776119402985075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,0.4630071599045346,0.0,0.19809069212410504,0.059665871121718374,0.16945107398568018,0.0,0.0,0.0,0.0,0.0,0.10978520286396183
2023-11-20,0.13278008298755187,0.5311203319502075,0.0,0.1991701244813278,0.0,0.0,0.0,0.13692946058091288,0.0,0.0,0.0
2023-11-27,0.05362776025236593,0.0,0.0,0.38485804416403785,0.0,0.08201892744479496,0.41009463722397477,0.0,0.0,0.0694006309148265,0.0
2023-12-04,0.2163409300342471,0.054327643830717816,0.057078410606956696,0.15024000440122687,0.09765222055648012,0.2655040092425764,0.12034604646045087,0.0,0.0,0.03851073486734428,0.0
2023-12-11,0.2190132370637786,0.13237063778580024,0.09987966305655836,0.0457280385078219,0.246690734055355,0.06859205776173286,0.10830324909747292,0.07942238267148016,0.0,0.0,0.0
2023-12-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2023-12-25,0.09399477806788512,0.18929503916449086,0.0,0.34073107049608353,0.18537859007832896,0.0,0.0,0.08616187989556136,0.10443864229765012,0.0,0.0
2024-01-01,,,,,,,,,,,
2024-01-08,0.3012965914664051,0.058239333006375675,0.12720696419813635,0.0980872976949485,0.0,0.0,0.24981608631682198,0.0,0.12857099068170671,0.0,0.03678273663560569
2024-01-15,,,,,,,,,,,
2024-01-22,0.0,0.5915492957746479,0.0,0.0,0.0,0.0,0.176056338028169,0.23239436619718312,0.0,0.0,0.0
2024-01-29,0.1591237111198813,0.14961481416047723,0.13491976422950722,0.11773564582564551,0.10739325999581119,0.09976790540684942,0.08330471925672739,0.04402958386821472,0.04279146108461835,0.031775160321940416,0.029543974730327164
2024-02-05,0.16562190060760132,0.015406688428614075,0.23976658867030656,0.32057466947838736,0.0,0.09286381450347134,0.07510760608949361,0.0,0.0,0.037698240748765065,0.05296049147336089
2024-02-12,0.18454229855655033,0.10414763383884523,0.101102381387417,0.0322187709361106,0.25458310493939945,0.037761130397709966,0.07552226079541993,0.0803946647177051,0.11511054266398685,0.0,0.014617211766855473
2024-02-19,0.1591232334143487,0.1496144267410808,0.1349206349206349,0.11773561976775586,0.10739340474690189,0.09976820595913222,0.08330557805983137,0.04402886548444204,0.04279188045728688,0.03177453716206079,0.029543613286524436
2024-02-26,0.4675324675324675,0.36796536796536794,0.0,0.1645021645021645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,0.23580786026200873,0.13973799126637554,0.0,0.0,0.0,0.24890829694323144,0.08733624454148471,0.28820960698689957,0.0,0.0,0.0
2024-03-18,0.15912283143735687,0.14961500499829175,0.13492066002758554,0.11773507788477357,0.10739367557923243,0.0997681172257583,0.08330538929732878,0.044029255823958904,0.042792336796284816,0.03177395067508574,0.02954370025434346
2024-03-25,0.3803230543318649,0.35389133627019087,0.0,0.04698972099853157,0.0,0.12848751835535976,0.0,0.09030837004405286,0.0,0.0,0.0
2024-04-01,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0
2024-04-08,0.28699551569506726,0.0,0.3901345291479821,0.21524663677130046,0.0,0.0,0.0,0.0,0.0,0.0,0.10762331838565023
2024-04-15,0.15912287752436452,0.14961569376067518,0.13492163166884358,0.1177366958036103,0.1073922435446599,0.09976891389530795,0.08330402893599921,0.044027763823302854,0.04279279279279279,0.03177433939515724,0.029543018855286513
2024-04-22,0.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.5116279069767442,0.0,0.0,0.0
2024-04-29,0.24945295404814005,0.22027716994894234,0.12691466083150985,0.10284463894967176,0.0,0.08169219547775347,0.06199854121079504,0.09628008752735229,0.0,0.0,0.060539752005835154
2024-05-06,,,,,,,,,,,
2024-05-13,,,,,,,,,,,
2024-05-20,,,,,,,,,,,
2024-05-27,,,,,,,,,,,
2024-06-03,0.13612966350448802,0.0,0.18505126132641342,0.15314587144254904,0.0,0.36401922831496997,0.13612966350448802,0.0,0.0,0.0,0.025524311907091507
2024-06-10,,,,,,,,,,,
2024-06-17,,,,,,,,,,,
2024-06-24,,,,,,,,,,,
2024-07-01,,,,,,,,,,,
2024-07-08,,,,,,,,,,,
2024-07-15,,,,,,,,,,,
2024-07-22,,,,,,,,,,,
2024-07-29,,,,,,,,,,,
2024-08-05,,,,,,,,,,,
2024-08-12,,,,,,,,,,,
2024-08-19,,,,,,,,,,,
2024-08-26,,,,,,,,,,,
2024-09-02,,,,,,,,,,,
2024-09-09,,,,,,,,,,,
2024-09-16,,,,,,,,,,,
2024-09-23,,,,,,,,,,,
2024-09-30,,,,,,,,,,,
2024-10-07,,,,,,,,,,,
2024-10-14,,,,,,,,,,,
2024-10-21,,,,,,,,,,,
2024-10-28,,,,,,,,,,,
2024-11-04,,,,,,,,,,,
2024-11-11,,,,,,,,,,,
2024-11-18,,,,,,,,,,,
2024-11-25,,,,,,,,,,,
2024-12-02,,,,,,,,,,,
2024-12-09,,,,,,,,,,,
2024-12-16,,,,,,,,,,,
2024-12-23,,,,,,,,,,,
2024-12-30,,,,,,,,,,,
2025-01-06,,,,,,,,,,,
2025-01-13,,,,,,,,,,,
2025-01-20,,,,,,,,,,,
2025-01-27,,,,,,,,,,,
2025-02-03,,,,,,,,,,,
2025-02-10,,,,,,,,,,,
2025-02-17,,,,,,,,,,,
2025-02-24,,,,,,,,,,,
2025-03-03,,,,,,,,,,,
2025-03-10,,,,,,,,,,,
