semana_inicio,IMPUTADO,HARINA,CHOCOLATE,FONDANT,EMPAQUE,otros
2018-04-16,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-23,1.0,0.0,0.0,0.0,0.0,0.0
2018-04-30,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-07,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-14,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-21,1.0,0.0,0.0,0.0,0.0,0.0
2018-05-28,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-04,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-11,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-18,1.0,0.0,0.0,0.0,0.0,0.0
2018-06-25,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-02,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-09,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-16,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-23,1.0,0.0,0.0,0.0,0.0,0.0
2018-07-30,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-06,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-13,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-20,1.0,0.0,0.0,0.0,0.0,0.0
2018-08-27,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-03,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-17,1.0,0.0,0.0,0.0,0.0,0.0
2018-09-24,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-01,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-08,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-15,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-22,1.0,0.0,0.0,0.0,0.0,0.0
2018-10-29,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-05,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-12,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-19,1.0,0.0,0.0,0.0,0.0,0.0
2018-11-26,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-03,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-10,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-17,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-24,1.0,0.0,0.0,0.0,0.0,0.0
2018-12-31,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-07,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-14,1.0,0.0,0.0,0.0,0.0,0.0
2019-01-21,0.0,0.35910478128179046,0.06002034587995931,0.0,0.12817904374364192,0.4526958290946083
2019-01-28,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-04,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-11,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-18,1.0,0.0,0.0,0.0,0.0,0.0
2019-02-25,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-04,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-11,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-18,1.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-08,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-15,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-22,1.0,0.0,0.0,0.0,0.0,0.0
2019-04-29,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-06,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-13,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-20,1.0,0.0,0.0,0.0,0.0,0.0
2019-05-27,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-03,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-10,1.0,0.0,0.0,0.0,0.0,0.0
2019-06-17,0.0,0.3088235294117647,0.028594771241830064,0.0,0.06535947712418301,0.5972222222222222
2019-06-24,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-01,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-08,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-22,1.0,0.0,0.0,0.0,0.0,0.0
2019-07-29,1.0,0.0,0.0,0.0,0.0,0.0
2019-08-05,1.0,0.0,0.0,0.0,0.0,0.0
2019-08-12,1.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,1.0,0.0,0.0,0.0,0.0,0.0
2019-08-26,1.0,0.0,0.0,0.0,0.0,0.0
2019-09-02,1.0,0.0,0.0,0.0,0.0,0.0
2019-09-09,0.0,0.38495092693565974,0.03816793893129771,0.20719738276990185,0.11123227917121047,0.2584514721919302
2019-09-16,1.0,0.0,0.0,0.0,0.0,0.0
2019-09-23,0.0,0.4442953020134228,0.0,0.0,0.13691275167785236,0.41879194630872485
2019-09-30,1.0,0.0,0.0,0.0,0.0,0.0
2019-10-07,1.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,1.0,0.0,0.0,0.0,0.0,0.0
2019-10-21,1.0,0.0,0.0,0.0,0.0,0.0
2019-10-28,1.0,0.0,0.0,0.0,0.0,0.0
2019-11-04,1.0,0.0,0.0,0.0,0.0,0.0
2019-11-11,1.0,0.0,0.0,0.0,0.0,0.0
2019-11-18,1.0,0.0,0.0,0.0,0.0,0.0
2019-11-25,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-02,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-09,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-16,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-23,1.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-13,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-20,1.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,1.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,1.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,0.0,0.0,0.3695652173913043,0.0,0.6304347826086957
2020-04-20,1.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,1.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,1.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,1.0,0.0,0.0,0.0,0.0,0.0
2020-05-18,0.0,0.325,0.0,0.275,0.07,0.33
2020-05-25,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-01,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-08,0.0,0.2851063829787234,0.1829787234042553,0.0,0.0,0.5319148936170213
2020-06-15,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-22,1.0,0.0,0.0,0.0,0.0,0.0
2020-06-29,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-06,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-13,1.0,0.0,0.0,0.0,0.0,0.0
2020-07-20,0.0,0.0,0.0,0.8715596330275229,0.12844036697247707,0.0
2020-07-27,1.0,0.0,0.0,0.0,0.0,0.0
2020-08-03,1.0,0.0,0.0,0.0,0.0,0.0
2020-08-10,1.0,0.0,0.0,0.0,0.0,0.0
2020-08-17,1.0,0.0,0.0,0.0,0.0,0.0
2020-08-24,1.0,0.0,0.0,0.0,0.0,0.0
2020-08-31,1.0,0.0,0.0,0.0,0.0,0.0
2020-09-07,1.0,0.0,0.0,0.0,0.0,0.0
2020-09-14,1.0,0.0,0.0,0.0,0.0,0.0
2020-09-21,0.0,0.0,0.0,0.5498281786941581,0.0,0.45017182130584193
2020-09-28,1.0,0.0,0.0,0.0,0.0,0.0
2020-10-05,0.0,0.0,0.0,0.0,0.0,1.0
2020-10-12,0.0,0.25583482944344704,0.0,0.0,0.0,0.744165170556553
2020-10-19,0.0,0.3611111111111111,0.0,0.0,0.0,0.6388888888888888
2020-10-26,0.0,0.0,0.0,0.42783505154639173,0.08762886597938144,0.4845360824742268
2020-11-02,1.0,0.0,0.0,0.0,0.0,0.0
2020-11-09,1.0,0.0,0.0,0.0,0.0,0.0
2020-11-16,0.0,0.0,0.0,0.0,0.0,1.0
2020-11-23,1.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,1.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,0.0,0.10989010989010989,0.054945054945054944,0.0,0.13626373626373625,0.6989010989010989
2020-12-14,0.0,0.06587615283267458,0.0,0.21870882740447958,0.2134387351778656,0.5019762845849802
2020-12-21,1.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,0.0,0.3582608695652174,0.17217391304347826,0.0,0.0,0.46956521739130436
2021-01-04,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-11,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-18,1.0,0.0,0.0,0.0,0.0,0.0
2021-01-25,1.0,0.0,0.0,0.0,0.0,0.0
2021-02-01,1.0,0.0,0.0,0.0,0.0,0.0
2021-02-08,1.0,0.0,0.0,0.0,0.0,0.0
2021-02-15,0.0,0.0,0.0,0.3878504672897196,0.07009345794392523,0.5420560747663551
2021-02-22,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-01,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-08,0.0,0.29069767441860467,0.2558139534883721,0.0,0.0,0.45348837209302323
2021-03-15,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-22,1.0,0.0,0.0,0.0,0.0,0.0
2021-03-29,1.0,0.0,0.0,0.0,0.0,0.0
2021-04-05,1.0,0.0,0.0,0.0,0.0,0.0
2021-04-12,1.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,1.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,1.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,0.0,0.0,0.0,0.0,0.48,0.52
2021-05-10,1.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,0.0,0.0,0.0,0.7033898305084746,0.2966101694915254,0.0
2021-05-24,1.0,0.0,0.0,0.0,0.0,0.0
2021-05-31,0.0,0.0,0.0,0.0,0.0,1.0
2021-06-07,1.0,0.0,0.0,0.0,0.0,0.0
2021-06-14,0.0,0.0,0.0,0.0,1.0,0.0
2021-06-21,0.0,0.0,0.0,0.7685185185185185,0.0,0.23148148148148148
2021-06-28,0.0,0.30985915492957744,0.0,0.0,0.0,0.6901408450704225
2021-07-05,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-12,1.0,0.0,0.0,0.0,0.0,0.0
2021-07-19,0.0,0.0797872340425532,0.044326241134751775,0.22074468085106383,0.15070921985815602,0.5044326241134752
2021-07-26,0.0,0.07036535859269283,0.05412719891745602,0.11231393775372124,0.05412719891745602,0.7090663058186739
2021-08-02,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-09,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-16,1.0,0.0,0.0,0.0,0.0,0.0
2021-08-23,0.0,0.11744386873920552,0.0,0.14335060449050085,0.18998272884283246,0.5492227979274611
2021-08-30,1.0,0.0,0.0,0.0,0.0,0.0
2021-09-06,0.0,0.0,0.5945945945945946,0.0,0.16216216216216217,0.24324324324324326
2021-09-13,0.0,0.0,0.0,1.0,0.0,0.0
2021-09-20,0.0,0.08937437934458789,0.0,0.16484607745779542,0.0,0.7457795431976166
2021-09-27,0.0,0.13070692194403533,0.0,0.0,0.21723122238586154,0.652061855670103
2021-10-04,0.0,0.42735042735042733,0.0,0.0,0.0,0.5726495726495726
2021-10-11,0.0,0.3383458646616541,0.0,0.0,0.0,0.6616541353383458
2021-10-18,0.0,0.0,0.0,0.0,0.1702127659574468,0.8297872340425532
2021-10-25,0.0,0.20905923344947736,0.0,0.0,0.09581881533101046,0.6951219512195121
2021-11-01,0.0,0.0,0.24293785310734464,0.0,0.1694915254237288,0.5875706214689266
2021-11-08,0.0,0.3795620437956204,0.0,0.0,0.26277372262773724,0.35766423357664234
2021-11-15,0.0,0.257479601087942,0.0,0.30099728014505894,0.06346328195829556,0.37805983680870353
2021-11-22,0.0,0.0,0.2987012987012987,0.3593073593073593,0.0,0.341991341991342
2021-11-29,0.0,0.18397915988277436,0.1172256593943341,0.0,0.0325626831650928,0.6662324975577988
2021-12-06,0.0,0.1199261992619926,0.0377390137537739,0.20882254277088225,0.15263334451526334,0.48087889969808784
2021-12-13,0.0,0.18072289156626506,0.06884681583476764,0.0,0.16179001721170397,0.5886402753872634
2021-12-20,0.0,0.0,0.1237785016286645,0.30944625407166126,0.11074918566775244,0.4560260586319218
2021-12-27,0.0,0.10959111178293401,0.0,0.0,0.12092812334668582,0.7694807648703802
2022-01-03,0.0,0.0,0.0,0.0,0.0,1.0
2022-01-10,0.0,0.0,0.03211009174311927,0.1692150866462793,0.04332313965341488,0.7553516819571865
2022-01-17,0.0,0.0,0.19698107287335967,0.0,0.17940988603382002,0.6236090410928201
2022-01-24,0.0,0.0,0.0,0.0,0.16580310880829016,0.8341968911917098
2022-01-31,0.0,0.0,0.06519967400162999,0.0,0.26487367563162184,0.6699266503667481
2022-02-07,0.0,0.06147078727723889,0.0,0.1071509136025265,0.1268892397924656,0.7044890593277691
2022-02-14,0.0,0.0,0.0,0.0,0.0,1.0
2022-02-21,0.0,0.3485342019543974,0.3355048859934853,0.0,0.0,0.31596091205211724
2022-02-28,0.0,0.09073359073359073,0.09073359073359073,0.3204633204633205,0.0,0.4980694980694981
2022-03-07,1.0,0.0,0.0,0.0,0.0,0.0
2022-03-14,0.0,0.0,0.0,0.0,1.0,0.0
2022-03-21,0.0,0.1795275590551181,0.0,0.2614173228346457,0.0,0.5590551181102362
2022-03-28,0.0,0.0,0.0,0.0,0.0,1.0
2022-04-04,0.0,0.0,0.08256880733944955,0.6091743119266055,0.045871559633027525,0.26238532110091745
2022-04-11,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-18,1.0,0.0,0.0,0.0,0.0,0.0
2022-04-25,0.0,0.16051844466600199,0.06281156530408774,0.08275174476570289,0.0,0.6939182452642074
2022-05-02,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-09,0.0,0.0975,0.0525,0.2075,0.0625,0.58
2022-05-16,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-23,1.0,0.0,0.0,0.0,0.0,0.0
2022-05-30,0.0,0.2705479452054795,0.0,0.0,0.09503424657534247,0.634417808219178
2022-06-06,0.0,0.0,0.0,0.0,0.0,1.0
2022-06-13,0.0,0.0,0.0,0.680327868852459,0.0,0.319672131147541
2022-06-20,0.0,0.0,0.15217391304347827,0.0,0.0,0.8478260869565217
2022-06-27,0.0,0.0,0.04102395799146702,0.272399081063341,0.05415162454873646,0.6324253363964555
2022-07-04,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-11,1.0,0.0,0.0,0.0,0.0,0.0
2022-07-18,0.0,0.0,0.0,0.0,0.0,1.0
2022-07-25,0.0,0.14370610480821178,0.046461372231226365,0.17936250675310642,0.06699081577525662,0.5634792004321988
2022-08-01,0.0,0.0,0.0,0.0,0.0,1.0
2022-08-08,0.0,0.0,0.0,0.0,0.8125,0.1875
2022-08-15,0.0,0.2549019607843137,0.10980392156862745,0.0,0.0,0.6352941176470588
2022-08-22,0.0,0.0,0.0,0.8117359413202934,0.07090464547677261,0.11735941320293398
2022-08-29,0.0,0.15223440825012277,0.027827795056474057,0.0,0.10148960550008185,0.7184481911933214
2022-09-05,0.0,0.0,0.0,0.3229571984435798,0.0,0.6770428015564203
2022-09-12,0.0,0.2529182879377432,0.11673151750972763,0.3229571984435798,0.0,0.30739299610894943
2022-09-19,0.0,0.1259351620947631,0.08229426433915212,0.0,0.0798004987531172,0.7119700748129676
2022-09-26,0.0,0.03257328990228013,0.14006514657980457,0.13843648208469056,0.0,0.6889250814332247
2022-10-03,0.0,0.0,0.0,0.0,0.0,1.0
2022-10-10,1.0,0.0,0.0,0.0,0.0,0.0
2022-10-17,0.0,0.29783549783549784,0.19047619047619047,0.0,0.08658008658008658,0.4251082251082251
2022-10-24,0.0,0.0,0.0,0.0,0.15778251599147122,0.8422174840085288
2022-10-31,0.0,0.0,0.0,0.0,0.0,1.0
2022-11-07,0.0,0.15394824153948242,0.10484406104844061,0.22030524220305242,0.0,0.5209024552090246
2022-11-14,0.0,0.0,0.08921933085501858,0.0,0.0,0.9107806691449815
2022-11-21,0.0,0.0,0.0,0.35095137420718814,0.0,0.6490486257928119
2022-11-28,0.0,0.021852237252861603,0.1404786680541103,0.17273673257023933,0.04994797086368366,0.6149843912591051
2022-12-05,0.0,0.22972972972972974,0.0,0.0,0.0,0.7702702702702703
2022-12-12,0.0,0.0,0.043478260869565216,0.1503623188405797,0.0,0.8061594202898551
2022-12-19,0.0,0.167062818336163,0.014940577249575551,0.28183361629881154,0.0,0.5361629881154499
2022-12-26,0.0,0.12431144856334672,0.0,0.30891767157957417,0.01563197856185797,0.551138901295221
2023-01-02,0.0,0.1837270341207349,0.28246101590242395,0.0,0.007719623282383819,0.5260923266944573
2023-01-09,0.0,0.3485254691689008,0.12064343163538874,0.0,0.0,0.5308310991957105
2023-01-16,0.0,0.05755319243131248,0.45342175864847406,0.07349099956613749,0.22606893987019544,0.1894651094838807
2023-01-23,0.0,0.16476552598225602,0.057034220532319393,0.0,0.031685678073510776,0.7465145754119138
2023-01-30,0.0,0.10504634397528322,0.1400617919670443,0.0,0.0,0.7548918640576725
2023-02-06,0.0,0.0,0.18913454308995956,0.08433073906240475,0.26843591879864254,0.4580987990489931
2023-02-13,0.0,0.37479806138933763,0.2197092084006462,0.0,0.051696284329563816,0.35379644588045234
2023-02-20,0.0,0.12232415902140673,0.0,0.0,0.0,0.8776758409785933
2023-02-27,0.0,0.06132756132756133,0.017316017316017316,0.2994227994227994,0.0,0.6219336219336219
2023-03-06,0.0,0.0,0.5322738297795315,0.0,0.07964377511494045,0.388082395105528
2023-03-13,0.0,0.16391612664430202,0.15334089266725026,0.0,0.04817606589545794,0.6345669147929898
2023-03-20,0.0,0.0,0.10062161799561736,0.0,0.40096596753275787,0.4984124144716247
2023-03-27,0.0,0.20920840064620355,0.16397415185783523,0.20920840064620355,0.0420032310177706,0.3756058158319871
2023-04-03,0.0,0.0,0.0,0.49299120931337603,0.0,0.5070087906866239
2023-04-10,1.0,0.0,0.0,0.0,0.0,0.0
2023-04-17,0.0,0.13248945147679325,0.31561181434599156,0.0,0.03375527426160337,0.5181434599156118
2023-04-24,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-01,0.0,0.1791530944625407,0.15903429775819122,0.07951714887909561,0.0,0.5822954589001724
2023-05-08,1.0,0.0,0.0,0.0,0.0,0.0
2023-05-15,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-22,0.0,0.13762072716484822,0.3765863467053433,0.13679665095428026,0.0,0.3489962751755282
2023-05-29,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-05,0.0,0.0,0.2347417840375587,0.38967136150234744,0.24413145539906103,0.13145539906103287
2023-06-12,0.0,0.0,0.0,0.0,0.0,1.0
2023-06-19,1.0,0.0,0.0,0.0,0.0,0.0
2023-06-26,0.0,0.3146386987823305,0.25873255710603504,0.29508488134388056,0.0,0.13154386276775398
2023-07-03,1.0,0.0,0.0,0.0,0.0,0.0
2023-07-10,0.0,0.1705441697758479,0.21041541765859734,0.0966222941392176,0.020954232463926706,0.5014638859624104
2023-07-17,0.0,0.07380607814761216,0.03328509406657019,0.2402315484804631,0.11722141823444283,0.5354558610709117
2023-07-24,0.0,0.1512348596351459,0.08641991979151195,0.11207583347961707,0.24213781276584254,0.4081315743278826
2023-07-31,0.0,0.19233038348082596,0.21887905604719765,0.09793510324483776,0.0,0.49085545722713864
2023-08-07,0.0,0.073715400737154,0.11415769314157691,0.0,0.20958300209583,0.602543904025439
2023-08-14,0.0,0.23577235772357724,0.3516260162601626,0.16869918699186992,0.0,0.24390243902439024
2023-08-21,0.0,0.11708253358925144,0.11900191938579655,0.0,0.0,0.763915547024952
2023-08-28,0.0,0.02312925170068027,0.0,0.0,0.0,0.9768707482993197
2023-09-04,0.0,0.07073459962136185,0.1983148521854911,0.06907025610085922,0.23036178667276927,0.43151850541951864
2023-09-11,0.0,0.14107883817427386,0.07261410788381743,0.0,0.16182572614107885,0.6244813278008299
2023-09-18,0.0,0.17662337662337663,0.14025974025974025,0.0,0.0,0.6831168831168831
2023-09-25,0.0,0.13666352497643733,0.11875589066918002,0.31291234684260133,0.0,0.43166823751178135
2023-10-02,0.0,0.10386965376782077,0.0,0.0,0.0,0.8961303462321792
2023-10-09,0.0,0.16283716283716285,0.2017982017982018,0.16583416583416583,0.07992007992007992,0.38961038961038963
2023-10-16,0.0,0.04997389756243391,0.029984338537460346,0.07406845531575025,0.49884658459643844,0.34712672398791705
2023-10-23,1.0,0.0,0.0,0.0,0.0,0.0
2023-10-30,0.0,0.14048825426070935,0.11946683555964994,0.0477890373099954,0.06985260248733302,0.6224032703823124
2023-11-06,0.0,0.3761194029850746,0.3761194029850746,0.24776119402985075,0.0,0.0
2023-11-13,0.0,0.2961832061068702,0.0,0.1267175572519084,0.03816793893129771,0.5389312977099237
2023-11-20,0.0,0.05688888888888889,0.22755555555555557,0.0,0.08533333333333333,0.6302222222222222
2023-11-27,0.0,0.016311804949193525,0.0,0.0,0.11706118845891823,0.8666270065918883
2023-12-04,0.0,0.12462168628880192,0.0312950609263338,0.03287962097323678,0.08654470836172336,0.7246589234499041
2023-12-11,0.0,0.19868995633187772,0.12008733624454149,0.0906113537117904,0.04148471615720524,0.5491266375545851
2023-12-18,0.0,0.0,0.0,0.0,0.0,1.0
2023-12-25,0.0,0.07309644670050762,0.14720812182741116,0.0,0.2649746192893401,0.5147208121827411
2024-01-01,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-08,0.0,0.20399925286402126,0.039432176656151424,0.08612817532790969,0.06641208699983397,0.6040283081520836
2024-01-15,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-22,0.0,0.0,0.49122807017543857,0.0,0.0,0.5087719298245614
2024-01-29,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-05,0.0,0.1408635261744087,0.013103583830177554,0.20392452335713818,0.2726528205464194,0.36945554609185616
2024-02-12,0.0,0.1275418930921122,0.07197908818069697,0.069874436479507,0.02226721499858988,0.7083373672490939
2024-02-19,1.0,0.0,0.0,0.0,0.0,0.0
2024-02-26,0.0,0.32727272727272727,0.25757575757575757,0.0,0.11515151515151516,0.3
2024-03-04,0.0,0.14035087719298245,0.3742690058479532,0.0,0.0,0.4853801169590643
2024-03-11,0.0,0.22131147540983606,0.13114754098360656,0.0,0.0,0.6475409836065574
2024-03-18,1.0,0.0,0.0,0.0,0.0,0.0
