etapa,origen,fecha_objetivo,horizonte,entrenamiento_inicio,ultima_etiqueta_entrenamiento,n_entrenamiento_observado,objetivo_observado,motivo
evaluacion,2024-01-01,2024-01-22,4,2021-05-03,2023-12-25,111,True,
evaluacion,2024-01-08,2024-01-08,1,2021-05-03,2023-12-25,113,True,
evaluacion,2024-01-08,2024-01-15,2,2021-05-03,2023-12-25,112,True,
evaluacion,2024-01-08,2024-01-22,3,2021-05-03,2023-12-25,112,True,
evaluacion,2024-01-08,2024-01-29,4,2021-05-03,2023-12-25,111,False,semana_incierta
evaluacion,2024-01-15,2024-01-15,1,2021-05-03,2024-01-08,114,True,
evaluacion,2024-01-15,2024-01-22,2,2021-05-03,2024-01-08,113,True,
evaluacion,2024-01-15,2024-01-29,3,2021-05-03,2024-01-08,113,False,semana_incierta
evaluacion,2024-01-15,2024-02-05,4,2021-05-03,2024-01-08,112,True,
evaluacion,2024-01-22,2024-01-22,1,2021-05-03,2024-01-15,115,True,
evaluacion,2024-01-22,2024-01-29,2,2021-05-03,2024-01-15,114,False,semana_incierta
evaluacion,2024-01-22,2024-02-05,3,2021-05-03,2024-01-15,114,True,
evaluacion,2024-01-22,2024-02-12,4,2021-05-03,2024-01-15,113,True,
evaluacion,2024-01-29,2024-01-29,1,2021-05-03,2024-01-22,116,False,semana_incierta
evaluacion,2024-01-29,2024-02-05,2,2021-05-03,2024-01-22,115,True,
evaluacion,2024-01-29,2024-02-12,3,2021-05-03,2024-01-22,115,True,
evaluacion,2024-01-29,2024-02-19,4,2021-05-03,2024-01-22,114,False,semana_incierta
evaluacion,2024-02-05,2024-02-05,1,2021-05-03,2024-01-22,116,True,
evaluacion,2024-02-05,2024-02-12,2,2021-05-03,2024-01-22,115,True,
evaluacion,2024-02-05,2024-02-19,3,2021-05-03,2024-01-22,115,False,semana_incierta
evaluacion,2024-02-05,2024-02-26,4,2021-05-03,2024-01-22,114,True,
evaluacion,2024-02-12,2024-02-12,1,2021-05-03,2024-02-05,117,True,
evaluacion,2024-02-12,2024-02-19,2,2021-05-03,2024-02-05,116,False,semana_incierta
evaluacion,2024-02-12,2024-02-26,3,2021-05-03,2024-02-05,116,True,
evaluacion,2024-02-12,2024-03-04,4,2021-05-03,2024-02-05,115,True,
evaluacion,2024-02-19,2024-02-19,1,2021-05-03,2024-02-12,118,False,semana_incierta
evaluacion,2024-02-19,2024-02-26,2,2021-05-03,2024-02-12,117,True,
evaluacion,2024-02-19,2024-03-04,3,2021-05-03,2024-02-12,117,True,
evaluacion,2024-02-19,2024-03-11,4,2021-05-03,2024-02-12,116,True,
evaluacion,2024-02-26,2024-02-26,1,2021-05-03,2024-02-12,118,True,
evaluacion,2024-02-26,2024-03-04,2,2021-05-03,2024-02-12,117,True,
evaluacion,2024-02-26,2024-03-11,3,2021-05-03,2024-02-12,117,True,
evaluacion,2024-02-26,2024-03-18,4,2021-05-03,2024-02-12,116,False,semana_incierta
evaluacion,2024-03-04,2024-03-04,1,2021-05-03,2024-02-26,119,True,
evaluacion,2024-03-04,2024-03-11,2,2021-05-03,2024-02-26,118,True,
evaluacion,2024-03-04,2024-03-18,3,2021-05-03,2024-02-26,118,False,semana_incierta
evaluacion,2024-03-04,2024-03-25,4,2021-05-03,2024-02-26,117,True,
evaluacion,2024-03-11,2024-03-11,1,2021-05-03,2024-03-04,120,True,
evaluacion,2024-03-11,2024-03-18,2,2021-05-03,2024-03-04,119,False,semana_incierta
evaluacion,2024-03-11,2024-03-25,3,2021-05-03,2024-03-04,119,True,
evaluacion,2024-03-11,2024-04-01,4,2021-05-03,2024-03-04,118,True,
evaluacion,2024-03-18,2024-03-18,1,2021-05-03,2024-03-11,121,False,semana_incierta
evaluacion,2024-03-18,2024-03-25,2,2021-05-03,2024-03-11,120,True,
evaluacion,2024-03-18,2024-04-01,3,2021-05-03,2024-03-11,120,True,
evaluacion,2024-03-18,2024-04-08,4,2021-05-03,2024-03-11,119,True,
evaluacion,2024-03-25,2024-03-25,1,2021-05-03,2024-03-11,121,True,
evaluacion,2024-03-25,2024-04-01,2,2021-05-03,2024-03-11,120,True,
evaluacion,2024-03-25,2024-04-08,3,2021-05-03,2024-03-11,120,True,
evaluacion,2024-03-25,2024-04-15,4,2021-05-03,2024-03-11,119,False,semana_incierta
evaluacion,2024-04-01,2024-04-01,1,2021-05-03,2024-03-25,122,True,
evaluacion,2024-04-01,2024-04-08,2,2021-05-03,2024-03-25,121,True,
evaluacion,2024-04-01,2024-04-15,3,2021-05-03,2024-03-25,121,False,semana_incierta
evaluacion,2024-04-01,2024-04-22,4,2021-05-03,2024-03-25,120,True,
evaluacion,2024-04-08,2024-04-08,1,2021-05-03,2024-04-01,123,True,
evaluacion,2024-04-08,2024-04-15,2,2021-05-03,2024-04-01,122,False,semana_incierta
evaluacion,2024-04-08,2024-04-22,3,2021-05-03,2024-04-01,122,True,
evaluacion,2024-04-08,2024-04-29,4,2021-05-03,2024-04-01,121,True,
evaluacion,2024-04-15,2024-04-15,1,2021-05-03,2024-04-08,124,False,semana_incierta
evaluacion,2024-04-15,2024-04-22,2,2021-05-03,2024-04-08,123,True,
evaluacion,2024-04-15,2024-04-29,3,2021-05-03,2024-04-08,123,True,
evaluacion,2024-04-15,2024-05-06,4,2021-05-03,2024-04-08,122,False,semana_incierta
evaluacion,2024-04-22,2024-04-22,1,2021-05-03,2024-04-08,124,True,
evaluacion,2024-04-22,2024-04-29,2,2021-05-03,2024-04-08,123,True,
evaluacion,2024-04-22,2024-05-06,3,2021-05-03,2024-04-08,123,False,semana_incierta
evaluacion,2024-04-22,2024-05-13,4,2021-05-03,2024-04-08,122,False,semana_incierta
evaluacion,2024-04-29,2024-04-29,1,2021-05-03,2024-04-22,125,True,
evaluacion,2024-04-29,2024-05-06,2,2021-05-03,2024-04-22,124,False,semana_incierta
evaluacion,2024-04-29,2024-05-13,3,2021-05-03,2024-04-22,124,False,semana_incierta
evaluacion,2024-04-29,2024-05-20,4,2021-05-03,2024-04-22,123,False,semana_incierta
evaluacion,2024-05-06,2024-05-06,1,2021-05-03,2024-04-29,126,False,semana_incierta
evaluacion,2024-05-06,2024-05-13,2,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-06,2024-05-20,3,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-06,2024-05-27,4,2021-05-03,2024-04-29,124,False,semana_incierta
evaluacion,2024-05-13,2024-05-13,1,2021-05-03,2024-04-29,126,False,semana_incierta
evaluacion,2024-05-13,2024-05-20,2,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-13,2024-05-27,3,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-13,2024-06-03,4,2021-05-03,2024-04-29,124,True,
evaluacion,2024-05-20,2024-05-20,1,2021-05-03,2024-04-29,126,False,semana_incierta
evaluacion,2024-05-20,2024-05-27,2,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-20,2024-06-03,3,2021-05-03,2024-04-29,125,True,
evaluacion,2024-05-20,2024-06-10,4,2021-05-03,2024-04-29,124,False,semana_incierta
evaluacion,2024-05-27,2024-05-27,1,2021-05-03,2024-04-29,126,False,semana_incierta
evaluacion,2024-05-27,2024-06-03,2,2021-05-03,2024-04-29,125,True,
evaluacion,2024-05-27,2024-06-10,3,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-05-27,2024-06-17,4,2021-05-03,2024-04-29,124,False,semana_incierta
evaluacion,2024-06-03,2024-06-03,1,2021-05-03,2024-04-29,126,True,
evaluacion,2024-06-03,2024-06-10,2,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-06-03,2024-06-17,3,2021-05-03,2024-04-29,125,False,semana_incierta
evaluacion,2024-06-03,2024-06-24,4,2021-05-03,2024-04-29,124,False,semana_incierta
evaluacion,2024-06-10,2024-06-10,1,2021-05-03,2024-06-03,127,False,semana_incierta
evaluacion,2024-06-10,2024-06-17,2,2021-05-03,2024-06-03,126,False,semana_incierta
evaluacion,2024-06-10,2024-06-24,3,2021-05-03,2024-06-03,126,False,semana_incierta
evaluacion,2024-06-10,2024-07-01,4,2021-05-03,2024-06-03,125,False,fuera_del_periodo
evaluacion,2024-06-17,2024-06-17,1,2021-05-03,2024-06-03,127,False,semana_incierta
evaluacion,2024-06-17,2024-06-24,2,2021-05-03,2024-06-03,126,False,semana_incierta
evaluacion,2024-06-17,2024-07-01,3,2021-05-03,2024-06-03,126,False,fuera_del_periodo
evaluacion,2024-06-17,2024-07-08,4,2021-05-03,2024-06-03,125,False,fuera_del_periodo
evaluacion,2024-06-24,2024-06-24,1,2021-05-03,2024-06-03,127,False,semana_incierta
evaluacion,2024-06-24,2024-07-01,2,2021-05-03,2024-06-03,126,False,fuera_del_periodo
evaluacion,2024-06-24,2024-07-08,3,2021-05-03,2024-06-03,126,False,fuera_del_periodo
evaluacion,2024-06-24,2024-07-15,4,2021-05-03,2024-06-03,125,False,fuera_del_periodo
