semana_inicio,HARINA,COMBUSTIBLE,CHOCOLATE,FONDANT,EMPAQUE,CHANTILLY,RELLENO,DECORACION,HERRAMIENTA,AMBIANTE,HUEVO,MUEBLES,CAPACILLOS,otros
2023-03-27,0.20187061574434917,0.0,0.15822291504286828,0.20187061574434917,0.04053000779423227,0.0,0.0779423226812159,0.05066250974279034,0.03507404520654715,0.05144193296960249,0.0,0.0,0.0,0.18238503507404522
2023-04-03,0.0,0.0,0.0,0.49299120931337603,0.0,0.0,0.0,0.0,0.0,0.0,0.5070087906866239,0.0,0.0,0.0
2023-04-10,,,,,,,,,,,,,,
2023-04-17,0.13248945147679325,0.0,0.31561181434599156,0.0,0.03375527426160337,0.11645569620253164,0.09789029535864979,0.0,0.0,0.0,0.14345991561181434,0.0,0.0,0.16033755274261605
2023-04-24,0.0,0.47370506526955336,0.0,0.0,0.0,0.15189204658022762,0.0,0.0,0.0,0.14528804455500033,0.15206815330090034,0.0,0.0,0.07704669029431836
2023-05-01,0.1415808600847971,0.16429436705027256,0.12568140520896426,0.06284070260448213,0.0,0.0,0.07495457298606906,0.07571168988491823,0.045427013930950944,0.04996971532404604,0.11644457904300426,0.0,0.0,0.14309509388249547
2023-05-08,,,,,,,,,,,,,,
2023-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2023-05-22,0.09689697588599809,0.29591292037041333,0.2651495810801402,0.09631675447350709,0.0,0.04003527746187945,0.05744191983660965,0.0,0.0,0.037714391811915424,0.0,0.0,0.0,0.11053217907953675
2023-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6896551724137931,0.0,0.0,0.0,0.0,0.3103448275862069
2023-06-05,0.0,0.0,0.2347417840375587,0.38967136150234744,0.24413145539906103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13145539906103287
2023-06-12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-19,,,,,,,,,,,,,,
2023-06-26,0.2261836304389496,0.2811321960258131,0.18599450514344135,0.21212702063765895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09456264775413713
2023-07-03,,,,,,,,,,,,,,
2023-07-10,0.16478912054352288,0.0,0.20331490469789598,0.09336175430110853,0.020247127438794622,0.07761398851537939,0.11135920091337041,0.0,0.03374521239799103,0.07423946727558028,0.023357311181476128,0.0,0.0,0.19797191273488074
2023-07-17,0.07380607814761216,0.0,0.03328509406657019,0.2402315484804631,0.11722141823444283,0.09985528219971057,0.07525325615050651,0.0,0.0,0.0955137481910275,0.1085383502170767,0.0,0.0,0.15629522431259044
2023-07-24,0.15123485963514588,0.0,0.08641991979151194,0.11207583347961704,0.2421378127658425,0.0,0.0729168073240882,0.0,0.0,0.0,0.07089134045397463,0.0,0.19147413478806866,0.07284929176175109
2023-07-31,0.18522727272727274,0.0,0.21079545454545454,0.09431818181818181,0.0,0.07840909090909091,0.175,0.0,0.036931818181818184,0.075,0.017045454545454544,0.0,0.014204545454545454,0.11306818181818182
2023-08-07,0.07164430708716724,0.0,0.11095034066165622,0.0,0.20369459858116176,0.09693053311793215,0.0414413148837536,0.06742993608203976,0.028095806700849896,0.09271616211280466,0.0,0.0,0.05952096649575051,0.22757603427688416
2023-08-14,0.23577235772357724,0.0,0.3516260162601626,0.16869918699186992,0.0,0.1402439024390244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10365853658536585
2023-08-21,0.11708253358925144,0.0,0.11900191938579655,0.0,0.0,0.1324376199616123,0.2783109404990403,0.0,0.0,0.12667946257197696,0.14587332053742802,0.0,0.0,0.08061420345489444
2023-08-28,0.019281663516068054,0.166351606805293,0.0,0.0,0.0,0.02608695652173913,0.0,0.03213610586011342,0.0,0.0,0.0,0.0,0.0,0.7561436672967864
2023-09-04,0.07073459962136185,0.0,0.1983148521854911,0.06907025610085922,0.23036178667276927,0.0,0.09131420725237689,0.016643435205026317,0.0,0.05492333617658685,0.031206441009424345,0.0,0.01628976220691951,0.2211413235691847
2023-09-11,0.13039309683604985,0.0,0.06711409395973154,0.0,0.14956855225311602,0.26462128475551294,0.0,0.0,0.07574304889741132,0.0,0.0,0.0,0.0,0.31255992329817833
2023-09-18,0.11354149273668393,0.35715478377024545,0.09016530305560194,0.0,0.0,0.0,0.0,0.22541325763900485,0.0,0.11020203706795793,0.0,0.0,0.0,0.10352312573050593
2023-09-25,0.11426319936958235,0.0,0.09929078014184398,0.2616233254531127,0.0,0.11189913317572892,0.0,0.0,0.16390858944050432,0.0,0.0,0.0,0.0,0.24901497241922774
2023-10-02,0.10386965376782077,0.0,0.0,0.0,0.0,0.0,0.285132382892057,0.0,0.0,0.0,0.0,0.0,0.0,0.6109979633401222
2023-10-09,0.16283716283716285,0.0,0.2017982017982018,0.16583416583416583,0.07992007992007992,0.0,0.05194805194805195,0.045454545454545456,0.0,0.06593406593406594,0.030469530469530468,0.0,0.0,0.1958041958041958
2023-10-16,0.04997389756243391,0.0,0.029984338537460346,0.07406845531575025,0.49884658459643844,0.063359762980943,0.0,0.0,0.0,0.02944890392071998,0.03480325008812361,0.0,0.024986948781216954,0.19452785821691349
2023-10-23,,,,,,,,,,,,,,
2023-10-30,0.09404872032069073,0.3305581251927228,0.07997610237434476,0.03199198273203824,0.0467622571692877,0.0790163428923836,0.12295328399629975,0.0,0.0,0.0,0.058587727412889305,0.0,0.06398396546407648,0.09212149244526674
2023-11-06,0.23131999265650816,0.38498255920690283,0.23131999265650816,0.15237745548008078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-11-13,0.28804751299183373,0.0,0.0,0.12323682256867112,0.03711952487008166,0.10541945063103192,0.0,0.0,0.02746844840386043,0.0,0.0,0.0,0.0,0.41870824053452116
2023-11-20,0.05688888888888889,0.0,0.22755555555555557,0.0,0.08533333333333333,0.0,0.0,0.0,0.0,0.058666666666666666,0.0,0.0,0.0,0.5715555555555556
2023-11-27,0.014640153635494622,0.0,0.0,0.0,0.10506463197237316,0.0,0.022390823207227066,0.11195411603613534,0.10248107544846236,0.0,0.0,0.0,0.01894608117534598,0.6245231185249615
2023-12-04,0.106663818591152,0.14409905877885373,0.026785472102422225,0.028141698537987904,0.07407369734450865,0.04814603846258172,0.13090297556079963,0.059334906555998594,0.0,0.0,0.0,0.0,0.018987170097919552,0.3628651639677761
2023-12-11,0.13309931256399005,0.15533128565160156,0.08044463946175223,0.060699137048413045,0.027789966359514404,0.14991955536053825,0.041684949539271605,0.06581834137779728,0.17478426210326165,0.04826678367705133,0.0,0.0,0.0,0.06216176685680854
2023-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.34243542435424357,0.0,0.0,0.0,0.0,0.0,0.0,0.6575645756457564
2023-12-25,0.07309644670050762,0.0,0.14720812182741116,0.0,0.2649746192893401,0.14416243654822336,0.0,0.0,0.0,0.06700507614213198,0.08121827411167512,0.0,0.0,0.22233502538071065
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-08,0.20399925286402124,0.0,0.03943217665615142,0.08612817532790967,0.06641208699983396,0.0,0.0,0.16914328407770213,0.0,0.0,0.08705171841275111,0.0,0.0,0.3478333056616304
2024-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-01-22,0.0,0.3913507741591031,0.29898558462359853,0.0,0.0,0.0,0.0,0.08898380494749956,0.0,0.11745862253069941,0.0,0.0,0.0,0.10322121373909948
2024-01-29,,,,,,,,,,,,,,
2024-02-05,0.1408635261744087,0.0,0.013103583830177554,0.20392452335713818,0.2726528205464194,0.0,0.0789818515363952,0.06387997117211558,0.0,0.0,0.0,0.0,0.0320628316844657,0.19453089169887966
2024-02-12,0.09913656306950357,0.22271372436109269,0.05594835737585845,0.054312440493523406,0.01730800061510475,0.13676265136320953,0.020285369340954526,0.04057073868190905,0.0,0.04318820569364512,0.0618376581522646,0.0,0.0,0.24793629085293434
2024-02-19,,,,,,,,,,,,,,
2024-02-26,0.32727272727272727,0.0,0.25757575757575757,0.0,0.11515151515151516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
2024-03-04,0.14035087719298245,0.0,0.3742690058479532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4853801169590643
2024-03-11,0.22131147540983606,0.0,0.13114754098360656,0.0,0.0,0.0,0.2336065573770492,0.08196721311475409,0.0,0.27049180327868855,0.0,0.0,0.0,0.06147540983606557
2024-03-18,,,,,,,,,,,,,,
2024-03-25,0.3803230543318649,0.0,0.35389133627019087,0.0,0.04698972099853157,0.0,0.12848751835535976,0.0,0.0,0.09030837004405286,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0
2024-04-08,0.13394725826705733,0.0,0.0,0.18208455420678107,0.100460443700293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5835077438258686
2024-04-15,,,,,,,,,,,,,,
2024-04-22,0.0,0.0,0.4883720930232558,0.0,0.0,0.0,0.0,0.0,0.0,0.5116279069767442,0.0,0.0,0.0,0.0
2024-04-29,0.23233695652173914,0.0,0.20516304347826086,0.11820652173913043,0.09578804347826086,0.0,0.07608695652173914,0.057744565217391304,0.0,0.08967391304347826,0.0,0.0,0.0,0.125
2024-05-06,,,,,,,,,,,,,,
2024-05-13,,,,,,,,,,,,,,
2024-05-20,,,,,,,,,,,,,,
2024-05-27,,,,,,,,,,,,,,
2024-06-03,0.12032789350981425,0.0,0.0,0.16357073023990373,0.13536888019854101,0.0,0.3217643077385876,0.12032789350981425,0.0,0.0,0.0,0.0,0.0,0.1386402948033391
2024-06-10,,,,,,,,,,,,,,
2024-06-17,,,,,,,,,,,,,,
2024-06-24,,,,,,,,,,,,,,
2024-07-01,,,,,,,,,,,,,,
2024-07-08,,,,,,,,,,,,,,
2024-07-15,,,,,,,,,,,,,,
2024-07-22,,,,,,,,,,,,,,
2024-07-29,,,,,,,,,,,,,,
2024-08-05,,,,,,,,,,,,,,
2024-08-12,,,,,,,,,,,,,,
2024-08-19,,,,,,,,,,,,,,
2024-08-26,,,,,,,,,,,,,,
2024-09-02,,,,,,,,,,,,,,
2024-09-09,,,,,,,,,,,,,,
2024-09-16,,,,,,,,,,,,,,
2024-09-23,,,,,,,,,,,,,,
2024-09-30,,,,,,,,,,,,,,
2024-10-07,,,,,,,,,,,,,,
2024-10-14,,,,,,,,,,,,,,
2024-10-21,,,,,,,,,,,,,,
2024-10-28,,,,,,,,,,,,,,
2024-11-04,,,,,,,,,,,,,,
2024-11-11,,,,,,,,,,,,,,
2024-11-18,,,,,,,,,,,,,,
2024-11-25,,,,,,,,,,,,,,
2024-12-02,,,,,,,,,,,,,,
2024-12-09,,,,,,,,,,,,,,
2024-12-16,,,,,,,,,,,,,,
2024-12-23,,,,,,,,,,,,,,
2024-12-30,,,,,,,,,,,,,,
2025-01-06,,,,,,,,,,,,,,
2025-01-13,,,,,,,,,,,,,,
2025-01-20,,,,,,,,,,,,,,
2025-01-27,,,,,,,,,,,,,,
2025-02-03,,,,,,,,,,,,,,
2025-02-10,,,,,,,,,,,,,,
2025-02-17,,,,,,,,,,,,,,
2025-02-24,,,,,,,,,,,,,,
2025-03-03,,,,,,,,,,,,,,
2025-03-10,,,,,,,,,,,,,,
