fecha,descripcion,importe_nominal,registro_id,descripcion_normalizada,es_sintetico,motivo,semana_inicio
2021-07-19,MANTEQUILLA,77.43,79,MANTEQUILLA,False,,2021-07-19
2021-07-26,HARINA,169.03,80,HARINA,False,,2021-07-26
2021-07-26,AZUCAR,158.53,81,AZUCAR,False,,2021-07-26
2021-07-26,MANTEQUILLA,81.89,82,MANTEQUILLA,False,,2021-07-26
2021-08-02,HARINA,163.93,83,HARINA,False,,2021-08-02
2021-08-02,AZUCAR,160.46,84,AZUCAR,False,,2021-08-02
2021-08-02,MANTEQUILLA,81.1,85,MANTEQUILLA,False,,2021-08-02
2021-08-09,HARINA,155.11,86,HARINA,False,,2021-08-09
2021-08-09,AZUCAR,157.89,87,AZUCAR,False,,2021-08-09
2021-08-09,MANTEQUILLA,78.25,88,MANTEQUILLA,False,,2021-08-09
2021-08-16,HARINA,143.14,89,HARINA,False,,2021-08-16
2021-08-16,AZUCAR,150.89,90,AZUCAR,False,,2021-08-16
2021-08-16,MANTEQUILLA,73.51,91,MANTEQUILLA,False,,2021-08-16
2021-08-23,HARINA,138.35,92,HARINA,False,,2021-08-23
2021-08-23,AZUCAR,150.32,93,AZUCAR,False,,2021-08-23
2021-08-23,MANTEQUILLA,72.17,94,MANTEQUILLA,False,,2021-08-23
2021-08-30,HARINA,115.92,95,HARINA,False,,2021-08-30
2021-08-30,AZUCAR,129.15,96,AZUCAR,False,,2021-08-30
2021-08-30,MANTEQUILLA,61.27,97,MANTEQUILLA,False,,2021-08-30
2021-09-06,HARINA,108.7,98,HARINA,False,,2021-09-06
2021-09-06,AZUCAR,123.5,99,AZUCAR,False,,2021-09-06
2021-09-06,MANTEQUILLA,58.05,100,MANTEQUILLA,False,,2021-09-06
2021-09-13,HARINA,105.84,101,HARINA,False,,2021-09-13
2021-09-13,AZUCAR,121.9,102,AZUCAR,False,,2021-09-13
2021-09-13,MANTEQUILLA,56.93,103,MANTEQUILLA,False,,2021-09-13
2021-09-20,HARINA,116.1,104,HARINA,False,,2021-09-20
2021-09-20,AZUCAR,134.71,105,AZUCAR,False,,2021-09-20
2021-09-20,MANTEQUILLA,62.7,106,MANTEQUILLA,False,,2021-09-20
2021-09-27,HARINA,126.81,107,HARINA,False,,2021-09-27
2021-09-27,AZUCAR,147.33,108,AZUCAR,False,,2021-09-27
2021-09-27,MANTEQUILLA,68.53,109,MANTEQUILLA,False,,2021-09-27
2021-10-11,HARINA,144.28,110,HARINA,False,,2021-10-11
2021-10-11,AZUCAR,164.93,111,AZUCAR,False,,2021-10-11
2021-10-11,MANTEQUILLA,77.3,112,MANTEQUILLA,False,,2021-10-11
2021-10-18,HARINA,150.99,113,HARINA,False,,2021-10-18
2021-10-18,AZUCAR,169.65,114,AZUCAR,False,,2021-10-18
2021-10-18,MANTEQUILLA,80.16,115,MANTEQUILLA,False,,2021-10-18
2021-10-25,HARINA,157.34,116,HARINA,False,,2021-10-25
2021-10-25,AZUCAR,172.79,117,AZUCAR,False,,2021-10-25
2021-10-25,MANTEQUILLA,82.53,118,MANTEQUILLA,False,,2021-10-25
2021-11-01,HARINA,165.76,119,HARINA,False,,2021-11-01
2021-11-01,AZUCAR,176.96,120,AZUCAR,False,,2021-11-01
2021-11-01,MANTEQUILLA,85.68,121,MANTEQUILLA,False,,2021-11-01
2021-11-08,HARINA,163.21,122,HARINA,False,,2021-11-08
2021-11-08,AZUCAR,168.55,123,AZUCAR,False,,2021-11-08
2021-11-08,MANTEQUILLA,82.94,124,MANTEQUILLA,False,,2021-11-08
2021-11-15,HARINA,155.76,125,HARINA,False,,2021-11-15
2021-11-15,AZUCAR,154.94,126,AZUCAR,False,,2021-11-15
2021-11-15,MANTEQUILLA,77.68,127,MANTEQUILLA,False,,2021-11-15
2021-11-22,HARINA,141.9,128,HARINA,False,,2021-11-22
2021-11-22,AZUCAR,135.43,129,AZUCAR,False,,2021-11-22
2021-11-22,MANTEQUILLA,69.33,130,MANTEQUILLA,False,,2021-11-22
2021-11-29,HARINA,139.48,131,HARINA,False,,2021-11-29
2021-11-29,AZUCAR,127.31,132,AZUCAR,False,,2021-11-29
2021-11-29,MANTEQUILLA,66.7,133,MANTEQUILLA,False,,2021-11-29
2021-12-06,HARINA,135.69,134,HARINA,False,,2021-12-06
2021-12-06,AZUCAR,118.15,135,AZUCAR,False,,2021-12-06
2021-12-06,MANTEQUILLA,63.46,136,MANTEQUILLA,False,,2021-12-06
2021-12-13,HARINA,138.46,137,HARINA,False,,2021-12-13
2021-12-13,AZUCAR,114.79,138,AZUCAR,False,,2021-12-13
2021-12-13,MANTEQUILLA,63.31,139,MANTEQUILLA,False,,2021-12-13
2021-12-20,HARINA,150.34,140,HARINA,False,,2021-12-20
2021-12-20,AZUCAR,118.52,141,AZUCAR,False,,2021-12-20
2021-12-20,MANTEQUILLA,67.22,142,MANTEQUILLA,False,,2021-12-20
2021-12-27,HARINA,160.66,143,HARINA,False,,2021-12-27
2021-12-27,AZUCAR,120.38,144,AZUCAR,False,,2021-12-27
2021-12-27,MANTEQUILLA,70.26,145,MANTEQUILLA,False,,2021-12-27
2022-01-10,HARINA,198.13,146,HARINA,False,,2022-01-10
2022-01-10,AZUCAR,134.29,147,AZUCAR,False,,2022-01-10
2022-01-10,MANTEQUILLA,83.11,148,MANTEQUILLA,False,,2022-01-10
2022-01-17,HARINA,209.56,149,HARINA,False,,2022-01-17
2022-01-17,AZUCAR,135.39,150,AZUCAR,False,,2022-01-17
2022-01-17,MANTEQUILLA,86.24,151,MANTEQUILLA,False,,2022-01-17
2022-01-24,HARINA,220.37,152,HARINA,False,,2022-01-24
2022-01-24,AZUCAR,136.05,153,AZUCAR,False,,2022-01-24
2022-01-24,MANTEQUILLA,89.11,154,MANTEQUILLA,False,,2022-01-24
2022-01-31,HARINA,224.98,155,HARINA,False,,2022-01-31
2022-01-31,AZUCAR,133.16,156,AZUCAR,False,,2022-01-31
2022-01-31,MANTEQUILLA,89.54,157,MANTEQUILLA,False,,2022-01-31
2022-02-07,HARINA,207.84,158,HARINA,False,,2022-02-07
2022-02-07,AZUCAR,118.4,159,AZUCAR,False,,2022-02-07
2022-02-07,MANTEQUILLA,81.56,160,MANTEQUILLA,False,,2022-02-07
2022-02-14,HARINA,205.06,161,HARINA,False,,2022-02-14
2022-02-14,AZUCAR,112.96,162,AZUCAR,False,,2022-02-14
2022-02-14,MANTEQUILLA,79.5,163,MANTEQUILLA,False,,2022-02-14
2022-02-21,HARINA,191.99,164,HARINA,False,,2022-02-21
2022-02-21,AZUCAR,102.81,165,AZUCAR,False,,2022-02-21
2022-02-21,MANTEQUILLA,73.7,166,MANTEQUILLA,False,,2022-02-21
2022-02-28,HARINA,179.85,167,HARINA,False,,2022-02-28
2022-02-28,AZUCAR,94.19,168,AZUCAR,False,,2022-02-28
2022-02-28,MANTEQUILLA,68.51,169,MANTEQUILLA,False,,2022-02-28
2022-03-07,HARINA,175.32,170,HARINA,False,,2022-03-07
2022-03-07,AZUCAR,90.36,171,AZUCAR,False,,2022-03-07
2022-03-07,MANTEQUILLA,66.42,172,MANTEQUILLA,False,,2022-03-07
2022-03-14,HARINA,186.08,173,HARINA,False,,2022-03-14
2022-03-14,AZUCAR,95.02,174,AZUCAR,False,,2022-03-14
2022-03-14,MANTEQUILLA,70.28,175,MANTEQUILLA,False,,2022-03-14
2022-03-21,HARINA,177.4,176,HARINA,False,,2022-03-21
2022-03-21,AZUCAR,90.38,177,AZUCAR,False,,2022-03-21
2022-03-21,MANTEQUILLA,66.95,178,MANTEQUILLA,False,,2022-03-21
2022-03-28,HARINA,200.94,179,HARINA,False,,2022-03-28
2022-03-28,AZUCAR,102.85,180,AZUCAR,False,,2022-03-28
2022-03-28,MANTEQUILLA,75.95,181,MANTEQUILLA,False,,2022-03-28
2022-04-11,HARINA,213.03,182,HARINA,False,,2022-04-11
2022-04-11,AZUCAR,112.32,183,AZUCAR,False,,2022-04-11
2022-04-11,MANTEQUILLA,81.34,184,MANTEQUILLA,False,,2022-04-11
2022-04-18,HARINA,231.57,185,HARINA,False,,2022-04-18
2022-04-18,AZUCAR,125.12,186,AZUCAR,False,,2022-04-18
2022-04-18,MANTEQUILLA,89.17,187,MANTEQUILLA,False,,2022-04-18
2022-04-25,HARINA,238.19,188,HARINA,False,,2022-04-25
2022-04-25,AZUCAR,132.62,189,AZUCAR,False,,2022-04-25
2022-04-25,MANTEQUILLA,92.7,190,MANTEQUILLA,False,,2022-04-25
2022-05-02,HARINA,236.76,191,HARINA,False,,2022-05-02
2022-05-02,AZUCAR,136.55,192,AZUCAR,False,,2022-05-02
2022-05-02,MANTEQUILLA,93.33,193,MANTEQUILLA,False,,2022-05-02
2022-05-09,HARINA,226.65,194,HARINA,False,,2022-05-09
2022-05-09,AZUCAR,136.01,195,AZUCAR,False,,2022-05-09
2022-05-09,MANTEQUILLA,90.66,196,MANTEQUILLA,False,,2022-05-09
2022-05-16,HARINA,211.66,197,HARINA,False,,2022-05-16
2022-05-16,AZUCAR,132.64,198,AZUCAR,False,,2022-05-16
2022-05-16,MANTEQUILLA,86.08,199,MANTEQUILLA,False,,2022-05-16
2022-05-23,HARINA,188.1,200,HARINA,False,,2022-05-23
2022-05-23,AZUCAR,123.47,201,AZUCAR,False,,2022-05-23
2022-05-23,MANTEQUILLA,77.89,202,MANTEQUILLA,False,,2022-05-23
2022-05-30,HARINA,172.48,203,HARINA,False,,2022-05-30
2022-05-30,AZUCAR,118.85,204,AZUCAR,False,,2022-05-30
2022-05-30,MANTEQUILLA,72.83,205,MANTEQUILLA,False,,2022-05-30
2022-06-06,HARINA,169.42,206,HARINA,False,,2022-06-06
2022-06-06,AZUCAR,122.74,207,AZUCAR,False,,2022-06-06
2022-06-06,MANTEQUILLA,73.04,208,MANTEQUILLA,False,,2022-06-06
2022-06-13,HARINA,159.18,209,HARINA,False,,2022-06-13
2022-06-13,AZUCAR,121.33,210,AZUCAR,False,,2022-06-13
2022-06-13,MANTEQUILLA,70.13,211,MANTEQUILLA,False,,2022-06-13
2022-06-20,HARINA,155.09,212,HARINA,False,,2022-06-20
2022-06-20,AZUCAR,124.36,213,AZUCAR,False,,2022-06-20
2022-06-20,MANTEQUILLA,69.86,214,MANTEQUILLA,False,,2022-06-20
2022-06-27,HARINA,162.36,215,HARINA,False,,2022-06-27
2022-06-27,AZUCAR,136.86,216,AZUCAR,False,,2022-06-27
2022-06-27,MANTEQUILLA,74.8,217,MANTEQUILLA,False,,2022-06-27
2022-07-11,HARINA,180.75,218,HARINA,False,,2022-07-11
2022-07-11,AZUCAR,167.53,219,AZUCAR,False,,2022-07-11
2022-07-11,MANTEQUILLA,87.07,220,MANTEQUILLA,False,,2022-07-11
2022-07-18,HARINA,193.22,221,HARINA,False,,2022-07-18
2022-07-18,AZUCAR,187.06,222,AZUCAR,False,,2022-07-18
2022-07-18,MANTEQUILLA,95.07,223,MANTEQUILLA,False,,2022-07-18
2022-07-25,HARINA,192.36,224,HARINA,False,,2022-07-25
2022-07-25,AZUCAR,193.86,225,AZUCAR,False,,2022-07-25
2022-07-25,MANTEQUILLA,96.55,226,MANTEQUILLA,False,,2022-07-25
2022-08-01,HARINA,190.68,227,HARINA,False,,2022-08-01
2022-08-01,AZUCAR,199.23,228,AZUCAR,False,,2022-08-01
2022-08-01,MANTEQUILLA,97.48,229,MANTEQUILLA,False,,2022-08-01
2022-08-08,HARINA,176.74,230,HARINA,False,,2022-08-08
2022-08-08,AZUCAR,190.59,231,AZUCAR,False,,2022-08-08
2022-08-08,MANTEQUILLA,91.83,232,MANTEQUILLA,False,,2022-08-08
2022-08-15,HARINA,167.89,233,HARINA,False,,2022-08-15
2022-08-15,AZUCAR,185.92,234,AZUCAR,False,,2022-08-15
2022-08-15,MANTEQUILLA,88.45,235,MANTEQUILLA,False,,2022-08-15
2022-08-22,HARINA,157.92,236,HARINA,False,,2022-08-22
2022-08-22,AZUCAR,178.59,237,AZUCAR,False,,2022-08-22
2022-08-22,MANTEQUILLA,84.13,238,MANTEQUILLA,False,,2022-08-22
2022-08-29,HARINA,143.56,239,HARINA,False,,2022-08-29
2022-08-29,AZUCAR,164.84,240,AZUCAR,False,,2022-08-29
2022-08-29,MANTEQUILLA,77.1,241,MANTEQUILLA,False,,2022-08-29
2022-09-05,HARINA,140.78,242,HARINA,False,,2022-09-05
2022-09-05,AZUCAR,163.13,243,AZUCAR,False,,2022-09-05
2022-09-05,MANTEQUILLA,75.98,244,MANTEQUILLA,False,,2022-09-05
2022-09-12,HARINA,134.86,245,HARINA,False,,2022-09-12
2022-09-12,AZUCAR,156.73,246,AZUCAR,False,,2022-09-12
2022-09-12,MANTEQUILLA,72.9,247,MANTEQUILLA,False,,2022-09-12
2022-09-19,HARINA,140.77,248,HARINA,False,,2022-09-19
2022-09-19,AZUCAR,163.04,249,AZUCAR,False,,2022-09-19
2022-09-19,MANTEQUILLA,75.95,250,MANTEQUILLA,False,,2022-09-19
2022-09-26,HARINA,149.97,251,HARINA,False,,2022-09-26
2022-09-26,AZUCAR,172.05,252,AZUCAR,False,,2022-09-26
2022-09-26,MANTEQUILLA,80.51,253,MANTEQUILLA,False,,2022-09-26
2022-10-10,HARINA,171.57,254,HARINA,False,,2022-10-10
2022-10-10,AZUCAR,189.66,255,AZUCAR,False,,2022-10-10
2022-10-10,MANTEQUILLA,90.31,256,MANTEQUILLA,False,,2022-10-10
2022-10-17,HARINA,190.63,257,HARINA,False,,2022-10-17
2022-10-17,AZUCAR,205.15,258,AZUCAR,False,,2022-10-17
2022-10-17,MANTEQUILLA,98.94,259,MANTEQUILLA,False,,2022-10-17
2022-10-24,HARINA,193.87,260,HARINA,False,,2022-10-24
2022-10-24,AZUCAR,202.08,261,AZUCAR,False,,2022-10-24
2022-10-24,MANTEQUILLA,98.99,262,MANTEQUILLA,False,,2022-10-24
2022-10-31,HARINA,199.0,263,HARINA,False,,2022-10-31
2022-10-31,AZUCAR,200.0,264,AZUCAR,False,,2022-10-31
2022-10-31,MANTEQUILLA,99.75,265,MANTEQUILLA,False,,2022-10-31
2022-11-07,HARINA,199.29,266,HARINA,False,,2022-11-07
2022-11-07,AZUCAR,192.36,267,AZUCAR,False,,2022-11-07
2022-11-07,MANTEQUILLA,97.91,268,MANTEQUILLA,False,,2022-11-07
2022-11-14,HARINA,193.45,269,HARINA,False,,2022-11-14
2022-11-14,AZUCAR,178.72,270,AZUCAR,False,,2022-11-14
2022-11-14,MANTEQUILLA,93.04,271,MANTEQUILLA,False,,2022-11-14
2022-11-21,HARINA,187.31,272,HARINA,False,,2022-11-21
2022-11-21,AZUCAR,165.19,273,AZUCAR,False,,2022-11-21
2022-11-21,MANTEQUILLA,88.13,274,MANTEQUILLA,False,,2022-11-21
2022-11-28,HARINA,177.19,275,HARINA,False,,2022-11-28
2022-11-28,AZUCAR,148.84,276,AZUCAR,False,,2022-11-28
2022-11-28,MANTEQUILLA,81.51,277,MANTEQUILLA,False,,2022-11-28
2022-12-05,HARINA,172.91,278,HARINA,False,,2022-12-05
2022-12-05,AZUCAR,138.15,279,AZUCAR,False,,2022-12-05
2022-12-05,MANTEQUILLA,77.76,280,MANTEQUILLA,False,,2022-12-05
2022-12-12,HARINA,177.77,281,HARINA,False,,2022-12-12
2022-12-12,AZUCAR,135.01,282,AZUCAR,False,,2022-12-12
2022-12-12,MANTEQUILLA,78.2,283,MANTEQUILLA,False,,2022-12-12
2022-12-19,HARINA,178.12,284,HARINA,False,,2022-12-19
2022-12-19,AZUCAR,128.58,285,AZUCAR,False,,2022-12-19
2022-12-19,MANTEQUILLA,76.67,286,MANTEQUILLA,False,,2022-12-19
2022-12-26,HARINA,194.11,287,HARINA,False,,2022-12-26
2022-12-26,AZUCAR,133.29,288,AZUCAR,False,,2022-12-26
2022-12-26,MANTEQUILLA,81.85,289,MANTEQUILLA,False,,2022-12-26
2023-01-09,HARINA,231.19,290,HARINA,False,,2023-01-09
2023-01-09,AZUCAR,144.42,291,AZUCAR,False,,2023-01-09
2023-01-09,MANTEQUILLA,93.9,292,MANTEQUILLA,False,,2023-01-09
2023-01-16,HARINA,248.47,293,HARINA,False,,2023-01-16
2023-01-16,AZUCAR,148.66,294,AZUCAR,False,,2023-01-16
2023-01-16,MANTEQUILLA,99.28,295,MANTEQUILLA,False,,2023-01-16
2023-01-23,HARINA,266.56,296,HARINA,False,,2023-01-23
2023-01-23,AZUCAR,153.33,297,AZUCAR,False,,2023-01-23
2023-01-23,MANTEQUILLA,104.97,298,MANTEQUILLA,False,,2023-01-23
2023-01-30,HARINA,260.87,299,HARINA,False,,2023-01-30
2023-01-30,AZUCAR,144.92,300,AZUCAR,False,,2023-01-30
2023-01-30,MANTEQUILLA,101.45,301,MANTEQUILLA,False,,2023-01-30
2023-02-06,HARINA,259.22,302,HARINA,False,,2023-02-06
2023-02-06,AZUCAR,139.78,303,AZUCAR,False,,2023-02-06
2023-02-06,MANTEQUILLA,99.75,304,MANTEQUILLA,False,,2023-02-06
